x,y,z,coordinate,t_stat,p_value,cohens_d,depr_mean,control_mean,depr_greater
42,32,18,"(42, 32, 18)",4.3355,8.3e-05,1.2255,1.0376,1.0175,True
51,23,18,"(51, 23, 18)",-4.2591,9.6e-05,-1.1096,1.0345,1.0486,False
18,86,17,"(18, 86, 17)",-4.1404,0.000184,-1.0223,1.0304,1.0512,False
19,54,24,"(19, 54, 24)",-4.1207,0.000211,-1.008,0.9818,1.0288,False
64,69,8,"(64, 69, 8)",-3.9744,0.00026,-1.0075,1.0133,1.0387,False
15,50,27,"(15, 50, 27)",-3.9821,0.000264,-1.0016,1.0396,1.054,False
47,33,29,"(47, 33, 29)",-3.942,0.000271,-1.0151,1.0134,1.0379,False
58,62,12,"(58, 62, 12)",-3.9391,0.000287,-1.001,1.0138,1.0389,False
32,68,20,"(32, 68, 20)",-3.9461,0.000289,-0.9964,1.0357,1.05,False
16,68,23,"(16, 68, 23)",-3.8789,0.000348,-0.9833,1.0256,1.0482,False
39,24,2,"(39, 24, 2)",3.9578,0.00036,1.1896,0.9952,0.9347,True
20,54,24,"(20, 54, 24)",-3.8582,0.000389,-0.9682,0.9776,1.0248,False
14,43,19,"(14, 43, 19)",-3.8274,0.000423,-0.9621,1.0237,1.042,False
46,20,12,"(46, 20, 12)",-3.7922,0.000424,-0.9825,1.0348,1.0511,False
62,31,25,"(62, 31, 25)",3.9255,0.000425,1.196,1.0546,1.0369,True
39,44,27,"(39, 44, 27)",-3.782,0.000515,-0.9393,1.0264,1.0476,False
15,43,19,"(15, 43, 19)",-3.7112,0.000531,-0.9768,1.0231,1.038,False
56,25,16,"(56, 25, 16)",-3.7139,0.000538,-0.9634,1.0036,1.0288,False
22,55,24,"(22, 55, 24)",-3.7743,0.000565,-0.9265,0.9534,1.0184,False
15,67,19,"(15, 67, 19)",-3.7056,0.000569,-0.9488,1.031,1.0463,False
32,46,10,"(32, 46, 10)",3.7861,0.000616,1.1492,1.0015,0.9627,True
24,27,2,"(24, 27, 2)",-3.6455,0.000683,-0.9333,1.0212,1.041,False
44,61,22,"(44, 61, 22)",-3.6109,0.000724,-0.9836,1.0232,1.0393,False
43,57,24,"(43, 57, 24)",-3.6372,0.000746,-0.914,1.0352,1.0501,False
38,45,12,"(38, 45, 12)",3.5812,0.000832,1.0048,1.0031,0.9689,True
45,25,4,"(45, 25, 4)",-3.5608,0.000834,-0.9505,1.0353,1.0499,False
23,67,13,"(23, 67, 13)",-3.5488,0.000868,-0.9375,1.0254,1.0412,False
21,54,24,"(21, 54, 24)",-3.5812,0.000909,-0.8927,0.9608,1.0225,False
58,59,12,"(58, 59, 12)",-3.6073,0.000938,-0.8812,1.0194,1.0451,False
42,33,18,"(42, 33, 18)",3.6559,0.000966,1.1311,1.0366,1.0148,True
48,21,4,"(48, 21, 4)",-3.5263,0.00102,-0.8892,1.0371,1.0518,False
59,20,25,"(59, 20, 25)",3.666,0.001024,1.1543,1.0394,1.0115,True
24,28,2,"(24, 28, 2)",-3.5071,0.001035,-0.8965,1.02,1.0401,False
64,65,8,"(64, 65, 8)",-3.5139,0.001036,-0.8917,1.0267,1.0445,False
52,24,18,"(52, 24, 18)",-3.4882,0.00107,-0.901,1.0355,1.0502,False
56,24,16,"(56, 24, 16)",-3.5164,0.001075,-0.8809,1.0061,1.0279,False
46,19,12,"(46, 19, 12)",-3.5386,0.001092,-0.8709,1.03,1.051,False
39,65,21,"(39, 65, 21)",-3.4697,0.001099,-0.9188,1.0368,1.0485,False
50,22,3,"(50, 22, 3)",-3.4714,0.001154,-0.886,1.0355,1.0523,False
47,34,28,"(47, 34, 28)",-3.4727,0.001175,-0.8794,1.0299,1.045,False
18,54,24,"(18, 54, 24)",-3.5312,0.001179,-0.8604,0.9832,1.0275,False
50,49,32,"(50, 49, 32)",-3.4589,0.001186,-0.8862,1.0473,1.059,False
30,84,23,"(30, 84, 23)",-3.5428,0.001196,-0.8566,1.0267,1.0554,False
59,81,12,"(59, 81, 12)",-3.507,0.001198,-0.8626,1.0299,1.051,False
45,46,22,"(45, 46, 22)",-3.4561,0.0012,-0.8844,1.0378,1.0494,False
19,57,11,"(19, 57, 11)",-3.5068,0.001204,-0.8619,1.0233,1.0478,False
22,56,24,"(22, 56, 24)",-3.4416,0.001261,-0.8781,0.9428,1.0051,False
72,41,19,"(72, 41, 19)",-3.4334,0.001304,-0.8727,1.0347,1.0483,False
30,83,23,"(30, 83, 23)",-3.4423,0.001306,-0.8671,1.0329,1.0549,False
19,58,11,"(19, 58, 11)",-3.4362,0.001309,-0.8696,1.0169,1.0423,False
63,65,8,"(63, 65, 8)",-3.4223,0.001333,-0.8732,1.028,1.0475,False
58,31,20,"(58, 31, 20)",-3.3976,0.001372,-0.8891,0.982,1.011,False
66,69,13,"(66, 69, 13)",-3.423,0.001373,-0.8636,1.0287,1.0442,False
28,22,18,"(28, 22, 18)",-3.3934,0.001375,-0.9048,1.0274,1.042,False
13,24,21,"(13, 24, 21)",-3.3959,0.001394,-0.8811,1.0369,1.0493,False
43,17,18,"(43, 17, 18)",-3.4117,0.001428,-0.859,1.0103,1.0348,False
20,41,13,"(20, 41, 13)",-3.4311,0.001491,-0.8429,1.0366,1.0521,False
64,66,8,"(64, 66, 8)",-3.3868,0.001503,-0.8586,1.0209,1.037,False
67,39,24,"(67, 39, 24)",-3.3701,0.001509,-0.872,1.0154,1.0392,False
59,50,27,"(59, 50, 27)",-3.4013,0.001521,-0.8482,1.0364,1.0504,False
52,23,18,"(52, 23, 18)",-3.3501,0.001565,-0.8856,1.0399,1.0516,False
16,51,27,"(16, 51, 27)",-3.3756,0.001573,-0.8518,1.0342,1.0512,False
19,85,17,"(19, 85, 17)",-3.3618,0.001575,-0.8612,1.0327,1.0511,False
43,55,18,"(43, 55, 18)",-3.365,0.001577,-0.8579,1.0303,1.0467,False
36,32,14,"(36, 32, 14)",-3.3512,0.001638,-0.8552,1.0179,1.0387,False
25,37,7,"(25, 37, 7)",-3.3331,0.001648,-0.903,1.0215,1.0396,False
19,87,16,"(19, 87, 16)",-3.3728,0.001658,-0.8399,1.0275,1.0493,False
24,60,29,"(24, 60, 29)",-3.3483,0.001668,-0.851,1.0486,1.0587,False
49,21,4,"(49, 21, 4)",-3.331,0.001671,-0.8698,1.0362,1.0503,False
62,32,25,"(62, 32, 25)",3.5209,0.001674,1.1371,1.0549,1.0375,True
38,65,21,"(38, 65, 21)",-3.3212,0.001702,-0.8794,1.0381,1.0492,False
28,21,18,"(28, 21, 18)",-3.3422,0.001703,-0.8483,1.0264,1.0422,False
42,34,18,"(42, 34, 18)",3.4328,0.00171,1.0552,1.0419,1.022,True
57,43,28,"(57, 43, 28)",-3.3688,0.00171,-0.8347,1.0323,1.0495,False
15,42,19,"(15, 42, 19)",-3.3326,0.001726,-0.8509,1.0263,1.0414,False
56,25,17,"(56, 25, 17)",-3.3103,0.001787,-0.8595,1.0139,1.0329,False
45,24,16,"(45, 24, 16)",-3.3044,0.001787,-0.875,1.0016,1.023,False
62,48,21,"(62, 48, 21)",-3.3021,0.001805,-0.8695,1.0174,1.0368,False
44,61,21,"(44, 61, 21)",-3.2873,0.001901,-0.8565,1.0299,1.0418,False
24,61,29,"(24, 61, 29)",-3.3301,0.001945,-0.8209,1.0455,1.0573,False
57,63,14,"(57, 63, 14)",-3.2876,0.001952,-0.8419,1.0175,1.0396,False
48,46,23,"(48, 46, 23)",-3.2682,0.001982,-0.8739,0.9799,1.0089,False
46,18,11,"(46, 18, 11)",-3.2776,0.001985,-0.8448,1.0308,1.0473,False
38,24,2,"(38, 24, 2)",3.3932,0.001992,1.0562,1.0013,0.9441,True
36,26,2,"(36, 26, 2)",3.4363,0.001996,1.1002,1.0109,0.9669,True
38,64,21,"(38, 64, 21)",-3.2784,0.002007,-0.8389,1.0377,1.0503,False
53,19,2,"(53, 19, 2)",-3.3117,0.002009,-0.8201,1.0124,1.0418,False
13,50,13,"(13, 50, 13)",-3.2657,0.002038,-0.8462,1.0256,1.0458,False
36,32,5,"(36, 32, 5)",-3.2913,0.002047,-0.824,1.012,1.0388,False
38,22,2,"(38, 22, 2)",3.4644,0.002058,1.1359,1.0146,0.9589,True
24,26,2,"(24, 26, 2)",-3.251,0.00209,-0.8572,1.0235,1.0426,False
58,63,12,"(58, 63, 12)",-3.2517,0.002097,-0.8512,1.0115,1.0341,False
5,64,12,"(5, 64, 12)",-3.3382,0.002106,-0.8056,1.007,1.047,False
17,16,19,"(17, 16, 19)",3.3832,0.002116,1.0625,1.0479,1.0321,True
38,44,27,"(38, 44, 27)",-3.2974,0.002176,-0.8086,1.0299,1.0491,False
10,74,15,"(10, 74, 15)",-3.2773,0.002193,-0.8133,1.0271,1.047,False
65,21,20,"(65, 21, 20)",3.3043,0.002193,0.9879,1.0454,1.0299,True
44,43,16,"(44, 43, 16)",-3.2336,0.002193,-0.8573,0.9993,1.0201,False
8,29,17,"(8, 29, 17)",-3.2557,0.002209,-0.8219,1.0307,1.0485,False
15,67,10,"(15, 67, 10)",-3.2401,0.002224,-0.8319,0.9966,1.0241,False
6,36,18,"(6, 36, 18)",-3.2304,0.00223,-0.8455,1.0262,1.0428,False
64,70,8,"(64, 70, 8)",-3.2619,0.002262,-0.8123,1.0192,1.0425,False
42,19,10,"(42, 19, 10)",3.3088,0.002282,1.0052,1.0472,1.0313,True
32,68,21,"(32, 68, 21)",-3.2472,0.00231,-0.8137,1.0381,1.0514,False
14,61,18,"(14, 61, 18)",-3.2248,0.002315,-0.8297,1.0411,1.0508,False
38,44,26,"(38, 44, 26)",-3.2434,0.002362,-0.8097,1.0309,1.0488,False
46,33,29,"(46, 33, 29)",-3.2712,0.002372,-0.7995,1.0312,1.0507,False
51,19,7,"(51, 19, 7)",-3.2414,0.002378,-0.8089,1.0142,1.0432,False
11,58,23,"(11, 58, 23)",-3.2629,0.00239,-0.8002,1.0366,1.0504,False
27,16,8,"(27, 16, 8)",3.2906,0.002416,1.0023,1.0412,1.0191,True
37,70,22,"(37, 70, 22)",-3.2143,0.002423,-0.8199,1.018,1.0356,False
56,26,17,"(56, 26, 17)",-3.2013,0.002428,-0.8362,1.0168,1.0348,False
19,66,8,"(19, 66, 8)",-3.2349,0.002486,-0.801,1.0205,1.0438,False
42,70,26,"(42, 70, 26)",-3.189,0.002499,-0.8399,1.0399,1.0512,False
25,23,2,"(25, 23, 2)",-3.1872,0.002506,-0.8595,1.0259,1.0441,False
43,54,18,"(43, 54, 18)",-3.1838,0.002527,-0.8509,1.0249,1.0428,False
57,50,24,"(57, 50, 24)",-3.1818,0.002576,-0.828,1.025,1.0421,False
53,22,4,"(53, 22, 4)",3.1959,0.002602,0.9085,1.046,1.0311,True
21,36,9,"(21, 36, 9)",-3.2482,0.002611,-0.788,1.024,1.0483,False
31,24,15,"(31, 24, 15)",-3.1857,0.002615,-0.8145,0.9906,1.0182,False
40,24,2,"(40, 24, 2)",3.3445,0.002617,1.0819,1.0003,0.9381,True
59,82,12,"(59, 82, 12)",-3.2223,0.002639,-0.7925,1.0311,1.0499,False
47,20,12,"(47, 20, 12)",-3.249,0.002667,-0.7844,1.0258,1.0503,False
11,74,15,"(11, 74, 15)",-3.1934,0.002669,-0.8018,1.0324,1.0489,False
59,62,11,"(59, 62, 11)",-3.1682,0.002677,-0.8247,1.0084,1.0331,False
23,38,22,"(23, 38, 22)",-3.188,0.002685,-0.8031,0.9318,0.9856,False
6,64,18,"(6, 64, 18)",-3.1672,0.002732,-0.8833,1.0416,1.0514,False
36,14,7,"(36, 14, 7)",-3.1623,0.002756,-0.8149,1.0286,1.0465,False
17,68,23,"(17, 68, 23)",-3.1564,0.00276,-0.8238,1.0225,1.0441,False
21,34,30,"(21, 34, 30)",-3.149,0.002793,-0.8349,1.0485,1.0572,False
15,68,18,"(15, 68, 18)",-3.1481,0.002814,-0.8262,1.0349,1.0489,False
43,26,3,"(43, 26, 3)",3.2111,0.002835,0.9618,1.0377,1.0144,True
47,33,28,"(47, 33, 28)",-3.1473,0.002839,-0.8194,1.0196,1.0387,False
14,47,27,"(14, 47, 27)",-3.1446,0.002843,-0.825,1.0372,1.0486,False
25,35,8,"(25, 35, 8)",-3.1499,0.002847,-0.8131,1.0095,1.0322,False
47,46,20,"(47, 46, 20)",-3.1436,0.002851,-0.8245,1.0422,1.056,False
14,66,25,"(14, 66, 25)",-3.1581,0.002872,-0.801,1.0323,1.0491,False
15,51,27,"(15, 51, 27)",-3.1745,0.002875,-0.791,1.04,1.0541,False
46,29,11,"(46, 29, 11)",-3.1425,0.002883,-0.8647,1.0018,1.0261,False
56,53,29,"(56, 53, 29)",-3.1487,0.00291,-0.8036,1.0453,1.0549,False
48,37,30,"(48, 37, 30)",3.1936,0.002916,0.9502,1.0469,1.0321,True
58,60,12,"(58, 60, 12)",-3.1907,0.002953,-0.7795,1.013,1.0413,False
42,55,18,"(42, 55, 18)",-3.1461,0.002976,-0.7971,1.0407,1.0518,False
36,69,22,"(36, 69, 22)",-3.1646,0.002983,-0.7861,1.0145,1.0336,False
38,56,26,"(38, 56, 26)",-3.135,0.003046,-0.7971,1.0263,1.0442,False
37,69,22,"(37, 69, 22)",-3.123,0.003073,-0.8059,1.0171,1.0369,False
51,21,12,"(51, 21, 12)",-3.1523,0.003073,-0.784,1.0225,1.0434,False
41,33,18,"(41, 33, 18)",3.1681,0.003075,0.9371,1.0545,1.0425,True
18,59,10,"(18, 59, 10)",-3.149,0.003097,-0.7835,1.0192,1.0454,False
61,47,21,"(61, 47, 21)",-3.1161,0.003138,-0.8031,1.0158,1.0351,False
58,61,12,"(58, 61, 12)",-3.1246,0.003152,-0.7925,1.0169,1.0398,False
6,27,18,"(6, 27, 18)",3.197,0.0032,0.9845,1.0463,1.0305,True
30,8,11,"(30, 8, 11)",-3.1609,0.003204,-0.7719,1.0376,1.0543,False
11,59,23,"(11, 59, 23)",-3.1078,0.00321,-0.8012,1.044,1.0532,False
39,44,28,"(39, 44, 28)",-3.1017,0.003235,-0.8058,1.0386,1.0497,False
32,95,16,"(32, 95, 16)",-3.1221,0.00328,-0.7811,1.0393,1.0538,False
43,26,22,"(43, 26, 22)",3.1819,0.003286,0.9758,1.032,1.0141,True
14,62,18,"(14, 62, 18)",-3.1021,0.003323,-0.7905,1.0376,1.0472,False
42,54,18,"(42, 54, 18)",-3.0898,0.003326,-0.8076,1.0397,1.05,False
5,26,18,"(5, 26, 18)",3.2388,0.003338,1.0426,1.0488,1.0337,True
18,85,17,"(18, 85, 17)",-3.1375,0.003348,-0.7699,1.0292,1.0509,False
57,26,16,"(57, 26, 16)",-3.0989,0.003356,-0.7894,1.0133,1.0359,False
47,16,12,"(47, 16, 12)",-3.1345,0.003357,-0.7703,1.0245,1.0471,False
23,55,30,"(23, 55, 30)",-3.0944,0.003362,-0.8654,1.048,1.056,False
14,25,21,"(14, 25, 21)",-3.083,0.003364,-0.8298,1.0398,1.0495,False
19,86,17,"(19, 86, 17)",-3.0834,0.0034,-0.8471,1.0315,1.0466,False
36,68,29,"(36, 68, 29)",-3.0948,0.003415,-0.7858,1.0408,1.0511,False
24,37,7,"(24, 37, 7)",-3.0986,0.003421,-0.7823,1.027,1.0455,False
58,43,12,"(58, 43, 12)",-3.0856,0.003449,-0.7902,1.0452,1.0561,False
25,53,31,"(25, 53, 31)",-3.0867,0.003449,-0.789,1.0466,1.0568,False
31,95,16,"(31, 95, 16)",-3.0871,0.003462,-0.787,1.0349,1.0531,False
30,37,23,"(30, 37, 23)",3.1797,0.003475,0.991,1.011,0.9803,True
48,20,12,"(48, 20, 12)",-3.1349,0.003485,-0.7627,1.0254,1.049,False
22,38,22,"(22, 38, 22)",-3.075,0.003493,-0.7974,0.9717,1.0095,False
37,45,12,"(37, 45, 12)",3.1241,0.003514,0.9295,1.0194,0.9918,True
30,39,16,"(30, 39, 16)",-3.088,0.003527,-0.7791,1.0226,1.04,False
52,33,15,"(52, 33, 15)",-3.0662,0.003555,-0.8009,1.0276,1.0397,False
44,44,16,"(44, 44, 16)",-3.0659,0.003558,-0.8009,0.9996,1.0172,False
20,86,17,"(20, 86, 17)",-3.1061,0.003559,-0.7673,1.0285,1.0471,False
35,68,19,"(35, 68, 19)",-3.0869,0.003604,-0.7729,1.039,1.0493,False
11,57,18,"(11, 57, 18)",-3.0588,0.00362,-0.834,1.0388,1.0508,False
47,21,14,"(47, 21, 14)",-3.0647,0.003716,-0.7776,1.0169,1.0337,False
15,68,25,"(15, 68, 25)",-3.1062,0.003739,-0.7568,1.0329,1.0539,False
28,16,8,"(28, 16, 8)",3.1735,0.003741,1.0071,1.0414,1.0127,True
58,81,12,"(58, 81, 12)",-3.1083,0.00375,-0.7557,1.0334,1.0531,False
29,12,21,"(29, 12, 21)",-3.0529,0.00376,-0.7839,1.0268,1.0473,False
57,49,23,"(57, 49, 23)",-3.0702,0.00376,-0.7697,1.0341,1.0491,False
14,30,18,"(14, 30, 18)",-3.0369,0.00383,-0.8029,1.0345,1.0491,False
24,36,7,"(24, 36, 7)",-3.0377,0.003842,-0.7954,1.024,1.0408,False
40,94,19,"(40, 94, 19)",-3.0751,0.003884,-0.7587,1.0041,1.0354,False
27,17,8,"(27, 17, 8)",3.0783,0.003885,0.9079,1.0399,1.0152,True
31,39,16,"(31, 39, 16)",-3.0644,0.003909,-0.7616,1.0188,1.0386,False
44,16,18,"(44, 16, 18)",-3.0396,0.003923,-0.7776,1.0133,1.0365,False
55,33,19,"(55, 33, 19)",3.1276,0.003931,0.9717,1.0413,1.0165,True
59,33,12,"(59, 33, 12)",-3.051,0.003994,-0.7624,1.0043,1.0327,False
20,33,30,"(20, 33, 30)",-3.0556,0.004016,-0.7585,1.0395,1.0549,False
50,32,18,"(50, 32, 18)",-3.0279,0.004043,-0.7757,1.0339,1.0469,False
16,49,29,"(16, 49, 29)",-3.0862,0.004047,-0.747,1.0398,1.0554,False
23,55,24,"(23, 55, 24)",-3.0132,0.004089,-0.7976,0.956,1.0015,False
38,43,27,"(38, 43, 27)",-3.0921,0.004096,-0.7436,1.0257,1.0491,False
29,52,26,"(29, 52, 26)",3.0632,0.004135,0.9119,0.9559,0.8947,True
19,11,16,"(19, 11, 16)",3.048,0.004136,0.8916,1.0425,1.0231,True
20,42,13,"(20, 42, 13)",-3.03,0.00414,-0.7638,1.0391,1.052,False
40,25,7,"(40, 25, 7)",3.1336,0.004144,0.9953,1.0197,0.9767,True
54,23,4,"(54, 23, 4)",3.1345,0.004158,0.9974,1.0492,1.0276,True
59,18,4,"(59, 18, 4)",3.0943,0.004162,0.9523,1.0398,1.0144,True
8,78,15,"(8, 78, 15)",-3.0947,0.004163,-0.7406,0.9896,1.0453,False
16,68,25,"(16, 68, 25)",-3.0411,0.004173,-0.7551,1.0352,1.0512,False
42,31,18,"(42, 31, 18)",3.014,0.004181,0.8399,1.0339,1.0225,True
13,42,25,"(13, 42, 25)",3.1467,0.004206,1.0145,1.0461,1.033,True
34,84,22,"(34, 84, 22)",-3.0001,0.00424,-0.7946,1.0211,1.0415,False
69,41,25,"(69, 41, 25)",-3.0331,0.00428,-0.7521,1.0277,1.0467,False
29,83,23,"(29, 83, 23)",-3.0273,0.004281,-0.7549,1.035,1.0536,False
43,50,29,"(43, 50, 29)",-3.0094,0.004285,-0.7673,1.0219,1.0381,False
19,17,18,"(19, 17, 18)",3.0901,0.004334,0.9608,1.0402,1.0207,True
59,64,12,"(59, 64, 12)",-2.9992,0.004394,-0.766,1.0125,1.0352,False
15,50,26,"(15, 50, 26)",-3.0004,0.0044,-0.7642,1.0381,1.0508,False
39,23,2,"(39, 23, 2)",3.0951,0.004407,0.972,0.9982,0.9469,True
57,11,16,"(57, 11, 16)",3.0483,0.004457,0.9206,1.0427,1.0273,True
39,43,27,"(39, 43, 27)",-3.0252,0.004473,-0.7444,1.0248,1.0468,False
17,68,22,"(17, 68, 22)",-2.9848,0.004479,-0.7747,1.0321,1.0464,False
37,25,1,"(37, 25, 1)",3.0868,0.004498,0.9693,0.997,0.954,True
8,30,18,"(8, 30, 18)",-2.99,0.004499,-0.7644,1.0272,1.0456,False
29,16,19,"(29, 16, 19)",-2.9806,0.004517,-0.7761,1.0061,1.0284,False
33,13,7,"(33, 13, 7)",3.0988,0.004541,0.986,1.0452,1.0188,True
61,75,20,"(61, 75, 20)",3.0692,0.00455,0.9529,1.0497,1.0344,True
45,24,4,"(45, 24, 4)",-2.9919,0.004567,-0.8511,1.0376,1.0498,False
58,58,12,"(58, 58, 12)",-3.0045,0.004597,-0.7463,1.0313,1.0485,False
31,90,15,"(31, 90, 15)",-2.9923,0.004603,-0.753,1.0203,1.043,False
22,54,24,"(22, 54, 24)",-2.9897,0.004618,-0.7537,0.9639,1.0144,False
37,31,15,"(37, 31, 15)",-3.0032,0.004623,-0.7454,1.0233,1.0452,False
20,86,16,"(20, 86, 16)",-3.0448,0.004634,-0.732,1.0235,1.0498,False
43,60,24,"(43, 60, 24)",-2.9669,0.004644,-0.7868,1.0232,1.0406,False
29,37,8,"(29, 37, 8)",-2.9934,0.004653,-0.7487,1.0108,1.0343,False
20,66,8,"(20, 66, 8)",-3.0212,0.004662,-0.7367,1.0189,1.0457,False
43,27,22,"(43, 27, 22)",3.0384,0.004669,0.9252,1.0391,1.0255,True
46,14,22,"(46, 14, 22)",3.039,0.004676,0.9264,1.0396,1.0205,True
54,10,16,"(54, 10, 16)",-2.9633,0.00469,-0.7968,1.0182,1.0379,False
39,84,23,"(39, 84, 23)",-2.9971,0.004695,-0.7441,1.0085,1.0381,False
59,66,8,"(59, 66, 8)",-3.0055,0.004718,-0.7393,1.019,1.0471,False
41,25,7,"(41, 25, 7)",3.0453,0.004719,0.9372,1.032,1.0042,True
41,62,22,"(41, 62, 22)",-2.9608,0.00472,-0.7913,1.0444,1.0526,False
42,59,25,"(42, 59, 25)",-2.9666,0.004734,-0.7658,1.0095,1.0305,False
32,90,15,"(32, 90, 15)",-2.9692,0.004743,-0.7611,1.0266,1.047,False
30,22,3,"(30, 22, 3)",-2.9711,0.004743,-0.7589,1.0421,1.0525,False
44,54,18,"(44, 54, 18)",-2.9772,0.004755,-0.7522,1.0156,1.0367,False
54,29,11,"(54, 29, 11)",-2.966,0.004771,-0.7618,1.004,1.0309,False
49,69,21,"(49, 69, 21)",3.0359,0.004778,0.9303,0.9604,0.8987,True
59,49,27,"(59, 49, 27)",-2.9545,0.004815,-0.7788,1.0435,1.0516,False
39,22,2,"(39, 22, 2)",3.0578,0.004816,0.9588,1.0099,0.9623,True
29,36,26,"(29, 36, 26)",3.0235,0.004818,0.9182,1.0311,1.0098,True
12,54,14,"(12, 54, 14)",-2.9563,0.004819,-0.7717,1.0291,1.0443,False
48,45,23,"(48, 45, 23)",-2.9524,0.004832,-0.784,0.988,1.0128,False
25,25,2,"(25, 25, 2)",-2.9523,0.004835,-0.7948,1.0288,1.0454,False
42,60,24,"(42, 60, 24)",-2.9577,0.004839,-0.765,1.0182,1.0374,False
52,21,4,"(52, 21, 4)",2.9979,0.004856,0.8882,1.0467,1.033,True
47,20,4,"(47, 20, 4)",-2.9626,0.004868,-0.7553,1.0375,1.0516,False
67,40,24,"(67, 40, 24)",-2.9497,0.004868,-0.7928,1.0221,1.0414,False
24,69,24,"(24, 69, 24)",-2.9683,0.004893,-0.7482,1.0423,1.0549,False
44,24,22,"(44, 24, 22)",3.0359,0.004894,0.9387,1.051,1.0403,True
17,37,11,"(17, 37, 11)",-2.9778,0.004904,-0.7415,1.0317,1.0505,False
45,43,16,"(45, 43, 16)",-2.9654,0.004927,-0.7478,0.9889,1.0132,False
23,38,10,"(23, 38, 10)",-2.9608,0.004942,-0.7503,1.025,1.0429,False
12,78,20,"(12, 78, 20)",-2.9684,0.004944,-0.7445,1.018,1.042,False
51,36,14,"(51, 36, 14)",-2.9624,0.004965,-0.7472,1.0046,1.0275,False
21,53,24,"(21, 53, 24)",-2.9806,0.004977,-0.7362,0.9529,1.0054,False
23,11,19,"(23, 11, 19)",2.9979,0.00498,0.898,1.0503,1.0363,True
52,25,18,"(52, 25, 18)",-2.9475,0.004995,-0.7598,1.0337,1.0476,False
17,48,25,"(17, 48, 25)",-2.9452,0.005,-0.7629,1.037,1.0472,False
51,20,7,"(51, 20, 7)",-2.9723,0.005011,-0.7382,1.0114,1.0409,False
14,68,18,"(14, 68, 18)",-2.9391,0.005045,-0.7684,1.038,1.0511,False
48,15,19,"(48, 15, 19)",3.0091,0.005054,0.9177,1.0309,1.0117,True
54,28,11,"(54, 28, 11)",-2.9357,0.005063,-0.7922,1.0105,1.0333,False
28,76,23,"(28, 76, 23)",-3.0057,0.005066,-0.7246,1.0345,1.0538,False
26,60,27,"(26, 60, 27)",-2.9767,0.005066,-0.7334,1.0434,1.0568,False
16,50,27,"(16, 50, 27)",-2.9404,0.005074,-0.7605,1.0422,1.0541,False
19,48,23,"(19, 48, 23)",-2.9337,0.005083,-0.7821,1.0442,1.0528,False
39,44,26,"(39, 44, 26)",-2.9489,0.005086,-0.7487,1.0249,1.0448,False
22,25,27,"(22, 25, 27)",2.9827,0.005114,0.8884,1.0542,1.0445,True
51,27,8,"(51, 27, 8)",-2.9387,0.005115,-0.7576,1.0095,1.0357,False
49,69,20,"(49, 69, 20)",3.0213,0.005116,0.9367,1.0033,0.9561,True
38,57,27,"(38, 57, 27)",-2.94,0.005125,-0.7547,1.0273,1.0449,False
31,46,31,"(31, 46, 31)",-2.9404,0.005143,-0.7521,1.0139,1.0369,False
64,71,8,"(64, 71, 8)",-2.9438,0.005157,-0.7473,1.0238,1.0437,False
10,48,19,"(10, 48, 19)",3.0251,0.005176,0.9453,1.0411,1.0247,True
16,69,23,"(16, 69, 23)",-2.9357,0.005182,-0.7539,1.03,1.0473,False
28,54,9,"(28, 54, 9)",-3.0095,0.005193,-0.7196,0.9921,1.0492,False
38,50,31,"(38, 50, 31)",-2.9223,0.005249,-0.788,1.0434,1.0522,False
34,45,32,"(34, 45, 32)",-2.9208,0.00527,-0.7739,1.0176,1.0382,False
52,26,14,"(52, 26, 14)",-2.9269,0.00527,-0.756,1.0199,1.0364,False
38,56,27,"(38, 56, 27)",-2.9314,0.005274,-0.7494,1.0237,1.0427,False
67,64,12,"(67, 64, 12)",-2.9477,0.005282,-0.7358,0.9995,1.0312,False
13,51,20,"(13, 51, 20)",-2.923,0.005282,-0.7618,1.0343,1.0469,False
18,46,23,"(18, 46, 23)",-2.9367,0.005301,-0.742,1.0255,1.0435,False
14,67,25,"(14, 67, 25)",-2.9645,0.005322,-0.7262,1.0351,1.0532,False
27,36,9,"(27, 36, 9)",-2.9193,0.005322,-0.7639,0.9994,1.0245,False
19,67,8,"(19, 67, 8)",-2.9179,0.005343,-0.7634,1.0229,1.0406,False
44,60,26,"(44, 60, 26)",-2.9183,0.005384,-0.7551,1.0411,1.0515,False
51,34,17,"(51, 34, 17)",-2.9314,0.00539,-0.7397,1.0488,1.0569,False
38,75,28,"(38, 75, 28)",-2.9408,0.005395,-0.7332,1.0283,1.0471,False
59,62,16,"(59, 62, 16)",2.9898,0.00545,0.9213,1.0372,1.0187,True
21,55,24,"(21, 55, 24)",-2.9117,0.005512,-0.7497,0.9663,1.0195,False
24,70,24,"(24, 70, 24)",-2.9419,0.005513,-0.7265,1.0446,1.0555,False
63,66,8,"(63, 66, 8)",-2.9402,0.005521,-0.7269,1.0178,1.0406,False
39,64,21,"(39, 64, 21)",-2.9035,0.005549,-0.7609,1.04,1.05,False
50,27,13,"(50, 27, 13)",-2.903,0.005561,-0.76,1.0149,1.03,False
52,20,4,"(52, 20, 4)",2.9932,0.005562,0.9326,1.0466,1.0253,True
46,36,5,"(46, 36, 5)",-2.9236,0.005571,-0.7333,0.9892,1.0236,False
