x,y,z,coordinate,t_stat,p_value,cohens_d,depr_mean,control_mean,depr_greater
65,23,11,"(65, 23, 11)",-4.5161,4e-05,-1.2285,0.0113,0.283,False
37,56,25,"(37, 56, 25)",-4.3696,8.2e-05,-1.0936,0.0151,0.2493,False
54,20,8,"(54, 20, 8)",-4.3144,0.000101,-1.2506,-0.013,0.2204,False
7,60,17,"(7, 60, 17)",-4.229,0.000108,-1.1724,-0.0892,0.1893,False
74,56,22,"(74, 56, 22)",-4.2308,0.000122,-1.2105,-0.0499,0.2534,False
72,65,19,"(72, 65, 19)",-4.1457,0.000135,-1.0965,-0.0192,0.2302,False
48,79,19,"(48, 79, 19)",-4.1565,0.000136,-1.1498,-0.0453,0.2,False
50,84,21,"(50, 84, 21)",-4.1325,0.00014,-1.1025,-0.006,0.2515,False
27,52,17,"(27, 52, 17)",4.1196,0.000146,1.1117,0.1502,-0.0915,True
10,35,27,"(10, 35, 27)",4.0705,0.000171,1.0823,0.1654,-0.0961,True
58,12,15,"(58, 12, 15)",-4.0535,0.00018,-1.0877,-0.0065,0.2465,False
54,21,8,"(54, 21, 8)",-4.0511,0.000188,-1.1159,0.0209,0.2192,False
40,65,31,"(40, 65, 31)",-4.0782,0.000192,-1.1604,-0.0211,0.2497,False
71,56,21,"(71, 56, 21)",-4.0252,0.000213,-1.1275,-0.0242,0.2069,False
63,35,6,"(63, 35, 6)",4.0168,0.000215,1.0327,0.1524,-0.0482,True
17,74,22,"(17, 74, 22)",4.0195,0.000221,1.1313,0.2181,-0.0357,True
23,93,19,"(23, 93, 19)",-3.9931,0.000225,-1.0392,-0.0134,0.2239,False
50,53,25,"(50, 53, 25)",-3.9915,0.000239,-1.1212,-0.1027,0.1689,False
35,49,34,"(35, 49, 34)",-3.957,0.000245,-1.0672,0.0172,0.28,False
46,31,10,"(46, 31, 10)",-3.9469,0.000258,-1.0802,-0.0001,0.1982,False
57,38,24,"(57, 38, 24)",-3.9428,0.000259,-1.0351,-0.0297,0.207,False
17,55,12,"(17, 55, 12)",-3.9673,0.000262,-1.12,0.013,0.2466,False
51,92,18,"(51, 92, 18)",3.9215,0.000274,1.0557,0.2539,0.0038,True
55,45,16,"(55, 45, 16)",-3.9267,0.000279,-1.083,-0.0566,0.1947,False
54,25,9,"(54, 25, 9)",-3.9169,0.000292,-1.0878,0.0092,0.2443,False
46,45,34,"(46, 45, 34)",-3.869,0.000324,-1.0239,-0.0036,0.2547,False
4,58,10,"(4, 58, 10)",3.8789,0.000341,1.0922,0.3269,0.0662,True
50,38,32,"(50, 38, 32)",-3.8705,0.000358,-1.0975,-0.0427,0.202,False
20,67,6,"(20, 67, 6)",3.843,0.000359,1.0562,0.1908,-0.0133,True
16,73,22,"(16, 73, 22)",3.8289,0.000366,1.0267,0.2389,-0.0097,True
57,53,22,"(57, 53, 22)",-3.8385,0.000386,-1.0806,-0.0674,0.1605,False
18,11,12,"(18, 11, 12)",-3.807,0.000394,-1.0317,0.0109,0.2363,False
50,39,32,"(50, 39, 32)",-3.9472,0.000396,-1.2004,-0.0792,0.1849,False
59,44,31,"(59, 44, 31)",-3.8205,0.000397,-1.0647,-0.0304,0.2008,False
9,57,20,"(9, 57, 20)",-3.7955,0.000408,-1.0278,-0.0035,0.2293,False
22,33,21,"(22, 33, 21)",-3.7915,0.000413,-1.0255,-0.1057,0.114,False
25,11,19,"(25, 11, 19)",-3.8365,0.000415,-1.1012,-0.0429,0.1674,False
59,43,26,"(59, 43, 26)",-3.8109,0.000417,-1.0702,-0.0331,0.1549,False
53,20,8,"(53, 20, 8)",-3.7858,0.000428,-1.0391,-0.0049,0.1992,False
29,58,27,"(29, 58, 27)",3.8036,0.000431,1.0722,0.102,-0.1355,True
51,46,32,"(51, 46, 32)",-3.7957,0.00045,-0.9617,0.0152,0.172,False
26,10,19,"(26, 10, 19)",-3.7705,0.000456,-1.0441,-0.0166,0.181,False
16,74,22,"(16, 74, 22)",3.7567,0.000465,1.0264,0.2258,-0.01,True
3,43,15,"(3, 43, 15)",-3.7857,0.00048,-1.0852,0.0206,0.2477,False
48,58,23,"(48, 58, 23)",-3.7955,0.000481,-1.0971,-0.0334,0.134,False
41,50,12,"(41, 50, 12)",-3.7502,0.000512,-1.0606,-0.0055,0.2308,False
3,58,11,"(3, 58, 11)",3.7248,0.000515,1.0204,0.2523,-0.014,True
49,39,32,"(49, 39, 32)",-3.777,0.000515,-1.0954,-0.0421,0.1852,False
69,67,24,"(69, 67, 24)",3.7359,0.000526,1.0509,0.1563,-0.0876,True
12,49,27,"(12, 49, 27)",-3.7079,0.000536,-0.9776,-0.0246,0.1963,False
55,68,18,"(55, 68, 18)",-3.7511,0.000545,-1.0822,-0.0822,0.1624,False
22,32,21,"(22, 32, 21)",-3.7163,0.000551,-0.9518,-0.1108,0.0675,False
67,21,10,"(67, 21, 10)",-3.6966,0.000567,-1.019,0.038,0.2605,False
20,34,6,"(20, 34, 6)",3.7582,0.000594,1.1129,0.1769,-0.075,True
71,78,15,"(71, 78, 15)",-3.6764,0.00062,-0.9422,-0.0316,0.162,False
60,44,31,"(60, 44, 31)",-3.6956,0.000623,-1.0565,-0.0381,0.2435,False
50,83,21,"(50, 83, 21)",-3.7098,0.000629,-1.0764,0.0041,0.2254,False
46,22,20,"(46, 22, 20)",-3.6819,0.000641,-1.0487,0.0057,0.2757,False
52,92,18,"(52, 92, 18)",3.6823,0.000652,1.0545,0.2702,0.0295,True
26,11,19,"(26, 11, 19)",-3.6452,0.000674,-1.014,-0.0907,0.1327,False
53,21,8,"(53, 21, 8)",-3.6428,0.000705,-1.0297,0.0003,0.1969,False
10,53,22,"(10, 53, 22)",-3.6206,0.000725,-1.0069,-0.0128,0.1945,False
42,49,11,"(42, 49, 11)",-3.606,0.00074,-0.9885,-0.0266,0.1768,False
18,10,12,"(18, 10, 12)",-3.5873,0.00077,-0.9606,-0.0089,0.1955,False
56,37,24,"(56, 37, 24)",-3.5989,0.000787,-1.0086,-0.0789,0.1464,False
24,52,15,"(24, 52, 15)",-3.587,0.000809,-1.0018,-0.0271,0.1925,False
60,43,27,"(60, 43, 27)",-3.61,0.000814,-1.0367,-0.0548,0.1507,False
0,48,14,"(0, 48, 14)",-3.6313,0.000822,-1.0648,0.0064,0.2018,False
23,32,21,"(23, 32, 21)",-3.5644,0.000863,-0.9154,-0.0891,0.105,False
47,55,13,"(47, 55, 13)",-3.551,0.000863,-0.9623,-0.027,0.2401,False
11,54,21,"(11, 54, 21)",-3.539,0.000894,-0.9341,0.0192,0.2427,False
58,54,12,"(58, 54, 12)",3.538,0.000906,0.9682,0.0771,-0.1152,True
9,53,22,"(9, 53, 22)",-3.5511,0.000907,-0.9952,0.0046,0.2231,False
63,34,16,"(63, 34, 16)",-3.5457,0.00092,-0.9926,-0.057,0.1381,False
12,49,26,"(12, 49, 26)",-3.5598,0.000931,-1.0181,-0.054,0.1685,False
59,40,31,"(59, 40, 31)",-3.5634,0.000934,-1.0239,0.0044,0.2081,False
4,57,10,"(4, 57, 10)",3.5634,0.000934,1.0239,0.2312,0.001,True
49,54,12,"(49, 54, 12)",-3.5628,0.000939,-1.0248,-0.0251,0.2313,False
60,76,13,"(60, 76, 13)",3.541,0.000946,0.9978,0.1421,-0.1199,True
28,58,11,"(28, 58, 11)",-3.5223,0.000957,-0.9696,-0.0904,0.1322,False
54,24,9,"(54, 24, 9)",-3.557,0.000958,-1.0244,0.0707,0.2682,False
29,52,28,"(29, 52, 28)",3.5207,0.00097,0.975,0.1082,-0.1008,True
23,33,21,"(23, 33, 21)",-3.5095,0.000974,-0.9407,-0.1029,0.0774,False
29,28,29,"(29, 28, 29)",-3.51,0.000977,-0.9522,-0.0087,0.1832,False
25,26,24,"(25, 26, 24)",-3.5156,0.001003,-0.9829,-0.0593,0.1117,False
26,18,8,"(26, 18, 8)",-3.5019,0.001007,-0.9564,-0.0164,0.1646,False
57,37,24,"(57, 37, 24)",-3.5055,0.001023,-0.975,-0.0133,0.1709,False
48,78,19,"(48, 78, 19)",-3.504,0.001025,-0.9734,-0.0124,0.1851,False
17,56,12,"(17, 56, 12)",-3.4954,0.001025,-0.9526,-0.0056,0.2538,False
40,35,16,"(40, 35, 16)",-3.5213,0.001038,-1.0057,-0.0847,0.186,False
34,39,33,"(34, 39, 33)",-3.5434,0.001041,-1.0344,-0.0365,0.1888,False
24,36,26,"(24, 36, 26)",-3.5028,0.001043,-0.9799,-0.0185,0.1535,False
16,56,12,"(16, 56, 12)",-3.494,0.001047,-0.9653,0.0179,0.2242,False
60,20,13,"(60, 20, 13)",3.5669,0.001054,1.0641,0.1386,-0.0421,True
19,67,6,"(19, 67, 6)",3.4969,0.001056,0.9761,0.1643,-0.0413,True
10,54,21,"(10, 54, 21)",-3.4822,0.001057,-0.9246,-0.0083,0.2212,False
11,23,15,"(11, 23, 15)",-3.4813,0.001059,-0.9296,-0.002,0.1456,False
18,47,22,"(18, 47, 22)",-3.5013,0.001063,-0.9862,-0.0537,0.1082,False
8,60,17,"(8, 60, 17)",-3.5043,0.001068,-0.993,-0.0911,0.1444,False
74,56,23,"(74, 56, 23)",-3.5076,0.001094,-1.0067,-0.0548,0.1703,False
28,68,31,"(28, 68, 31)",-3.4677,0.001111,-0.9433,-0.0699,0.1716,False
75,56,22,"(75, 56, 22)",-3.4623,0.001121,-0.9246,-0.0663,0.1473,False
17,22,10,"(17, 22, 10)",-3.4642,0.001131,-0.9487,0.0037,0.1661,False
23,50,31,"(23, 50, 31)",-3.5281,0.001164,-1.05,-0.0394,0.1502,False
48,56,13,"(48, 56, 13)",-3.4568,0.001174,-0.9577,-0.0195,0.2337,False
41,12,8,"(41, 12, 8)",-3.4545,0.001182,-0.957,0.0343,0.2434,False
49,72,15,"(49, 72, 15)",3.4878,0.001188,1.0094,0.1828,-0.0365,True
28,58,12,"(28, 58, 12)",-3.5312,0.001191,-1.0596,-0.0786,0.2164,False
17,23,11,"(17, 23, 11)",-3.5497,0.001221,-1.0852,-0.0496,0.1892,False
25,18,8,"(25, 18, 8)",-3.4871,0.001223,-1.0182,0.0011,0.2169,False
9,46,24,"(9, 46, 24)",-3.4372,0.001227,-0.9432,-0.0631,0.1398,False
54,41,32,"(54, 41, 32)",-3.4522,0.00123,-0.9735,-0.0465,0.1517,False
74,55,23,"(74, 55, 23)",-3.4802,0.001235,-1.0129,-0.0896,0.1137,False
56,25,21,"(56, 25, 21)",-3.4626,0.001238,-0.9912,-0.0265,0.1755,False
41,20,19,"(41, 20, 19)",-3.4507,0.00124,-0.9749,0.0362,0.2557,False
44,58,22,"(44, 58, 22)",-3.4697,0.001247,-1.0032,-0.0336,0.1782,False
9,54,22,"(9, 54, 22)",-3.429,0.001251,-0.9363,-0.0444,0.188,False
25,19,8,"(25, 19, 8)",-3.4563,0.00127,-0.9922,0.0261,0.2291,False
31,91,10,"(31, 91, 10)",3.4199,0.001271,0.9171,0.125,-0.0392,True
25,64,29,"(25, 64, 29)",3.4505,0.001277,0.9863,0.1645,-0.0639,True
23,36,26,"(23, 36, 26)",-3.4185,0.001278,-0.9062,0.0203,0.1671,False
48,53,12,"(48, 53, 12)",-3.4698,0.00128,-1.0118,-0.0363,0.246,False
42,72,17,"(42, 72, 17)",3.4212,0.001282,0.9357,0.2177,0.0353,True
5,56,20,"(5, 56, 20)",-3.4164,0.001286,-0.9188,0.0456,0.2465,False
55,15,14,"(55, 15, 14)",-3.4347,0.001287,-0.9658,-0.153,0.073,False
37,56,26,"(37, 56, 26)",-3.4425,0.001292,-0.9797,-0.0021,0.2489,False
74,29,23,"(74, 29, 23)",3.442,0.001312,0.9848,0.1366,-0.1012,True
25,44,22,"(25, 44, 22)",-3.4302,0.001344,-0.9775,-0.0752,0.1236,False
66,52,10,"(66, 52, 10)",3.405,0.001347,0.933,0.1314,-0.0673,True
54,74,18,"(54, 74, 18)",-3.4464,0.001357,-1.0024,-0.0591,0.1224,False
58,51,7,"(58, 51, 7)",-3.4811,0.001364,-1.0436,-0.0996,0.1158,False
65,68,15,"(65, 68, 15)",3.4033,0.001365,0.9387,0.124,-0.0923,True
66,52,9,"(66, 52, 9)",3.4472,0.001371,1.0068,0.0995,-0.1065,True
70,56,20,"(70, 56, 20)",-3.3916,0.001383,-0.9125,0.001,0.2306,False
50,58,12,"(50, 58, 12)",-3.413,0.001387,-0.9651,-0.0825,0.2084,False
48,53,11,"(48, 53, 11)",-3.4485,0.00139,-1.0127,-0.059,0.168,False
31,48,13,"(31, 48, 13)",-3.4035,0.001397,-0.9529,-0.1601,0.0753,False
37,55,25,"(37, 55, 25)",-3.3895,0.001398,-0.8924,0.0292,0.2511,False
48,5,21,"(48, 5, 21)",-3.3875,0.001402,-0.9141,-0.0177,0.1993,False
1,47,15,"(1, 47, 15)",-3.4026,0.00141,-0.9558,-0.0211,0.2298,False
31,53,21,"(31, 53, 21)",3.3831,0.001425,0.8898,0.0876,-0.1256,True
28,11,23,"(28, 11, 23)",-3.4198,0.001437,-0.9884,-0.041,0.2137,False
53,67,17,"(53, 67, 17)",-3.4096,0.00144,-0.9755,-0.0566,0.1553,False
49,30,14,"(49, 30, 14)",3.3833,0.001443,0.931,0.1458,-0.0697,True
53,19,8,"(53, 19, 8)",-3.3814,0.001448,-0.9291,0.0089,0.2122,False
55,60,6,"(55, 60, 6)",-3.3929,0.001479,-0.962,-0.0573,0.1504,False
31,43,3,"(31, 43, 3)",3.4016,0.001479,0.9748,0.1774,-0.0547,True
2,38,15,"(2, 38, 15)",-3.4135,0.001485,-0.9918,-0.0797,0.1733,False
48,54,12,"(48, 54, 12)",-3.3727,0.001497,-0.9324,-0.0349,0.2317,False
59,42,27,"(59, 42, 27)",-3.4201,0.001499,-1.003,-0.0501,0.1559,False
39,45,27,"(39, 45, 27)",-3.3655,0.001502,-0.9153,0.0463,0.2218,False
17,73,22,"(17, 73, 22)",3.3745,0.00151,0.9413,0.2358,0.0254,True
68,26,29,"(68, 26, 29)",3.3853,0.001522,0.9629,0.1216,-0.1021,True
70,27,16,"(70, 27, 16)",-3.417,0.001567,-1.0132,-0.0264,0.2242,False
21,18,20,"(21, 18, 20)",-3.3786,0.001573,-0.9665,-0.0245,0.153,False
16,56,11,"(16, 56, 11)",-3.3776,0.001574,-0.9653,-0.0236,0.1944,False
58,40,31,"(58, 40, 31)",-3.3573,0.001576,-0.9322,-0.022,0.1719,False
35,46,5,"(35, 46, 5)",-3.3449,0.001586,-0.8969,-0.0029,0.1643,False
3,57,14,"(3, 57, 14)",-3.3873,0.001595,-0.9834,-0.0128,0.2938,False
57,40,14,"(57, 40, 14)",3.3887,0.001609,0.9881,0.062,-0.1274,True
8,52,16,"(8, 52, 16)",-3.3439,0.00162,-0.9206,-0.0038,0.1871,False
41,67,32,"(41, 67, 32)",-3.3448,0.001622,-0.9236,0.0284,0.2435,False
36,96,16,"(36, 96, 16)",-3.3444,0.001644,-0.9317,0.1691,0.4125,False
61,58,22,"(61, 58, 22)",3.3502,0.001645,0.9425,0.1656,-0.0468,True
46,30,10,"(46, 30, 10)",-3.3326,0.001653,-0.9049,0.0004,0.1888,False
8,60,23,"(8, 60, 23)",-3.3443,0.001657,-0.9358,-0.0404,0.1968,False
29,18,27,"(29, 18, 27)",-3.368,0.00166,-0.9725,-0.0406,0.1607,False
77,44,20,"(77, 44, 20)",-3.351,0.001667,-0.9499,-0.0735,0.128,False
47,52,12,"(47, 52, 12)",-3.371,0.001669,-0.9783,-0.069,0.1583,False
49,83,21,"(49, 83, 21)",-3.3399,0.001677,-0.9341,0.0271,0.2505,False
30,56,13,"(30, 56, 13)",-3.3236,0.001689,-0.8825,-0.0748,0.1646,False
74,55,22,"(74, 55, 22)",-3.3467,0.001689,-0.9489,0.006,0.1941,False
39,65,31,"(39, 65, 31)",-3.3826,0.00169,-0.9967,-0.0196,0.2279,False
14,70,16,"(14, 70, 16)",-3.3753,0.001691,-0.988,-0.0358,0.1902,False
57,9,14,"(57, 9, 14)",-3.3326,0.001702,-0.9284,-0.0103,0.178,False
21,51,11,"(21, 51, 11)",-3.3214,0.001703,-0.8977,-0.0168,0.1563,False
20,61,28,"(20, 61, 28)",-3.3589,0.001718,-0.973,-0.0016,0.1747,False
15,47,29,"(15, 47, 29)",-3.3169,0.001721,-0.8848,-0.0047,0.2065,False
28,53,17,"(28, 53, 17)",3.4136,0.001725,1.0375,0.106,-0.0823,True
30,57,13,"(30, 57, 13)",-3.3266,0.001747,-0.9318,-0.0365,0.2287,False
19,66,27,"(19, 66, 27)",-3.3111,0.001754,-0.8946,0.0476,0.2639,False
20,48,5,"(20, 48, 5)",3.3164,0.001767,0.8571,0.0807,-0.0312,True
59,12,14,"(59, 12, 14)",-3.3049,0.001801,-0.9038,-0.0101,0.2108,False
62,58,5,"(62, 58, 5)",-3.3012,0.001803,-0.8877,-0.0565,0.1222,False
10,57,20,"(10, 57, 20)",-3.3027,0.001808,-0.9007,0.0038,0.2227,False
34,70,18,"(34, 70, 18)",-3.3642,0.001867,-1.0065,-0.0752,0.158,False
48,55,13,"(48, 55, 13)",-3.2902,0.001869,-0.8931,-0.0768,0.147,False
15,58,9,"(15, 58, 9)",3.3621,0.001877,1.0058,0.1426,-0.105,True
69,58,7,"(69, 58, 7)",-3.349,0.001881,-0.9913,0.0477,0.2154,False
48,57,12,"(48, 57, 12)",-3.3113,0.001883,-0.9424,-0.0448,0.205,False
71,26,16,"(71, 26, 16)",-3.3939,0.001888,-1.042,-0.0193,0.2333,False
11,53,21,"(11, 53, 21)",-3.2915,0.001899,-0.9113,0.0373,0.2079,False
47,1,19,"(47, 1, 19)",-3.3109,0.001901,-0.9458,-0.109,0.0801,False
12,20,7,"(12, 20, 7)",-3.282,0.001906,-0.8825,-0.0281,0.1965,False
53,31,10,"(53, 31, 10)",-3.2816,0.001914,-0.8887,0.0313,0.1981,False
59,61,4,"(59, 61, 4)",3.2807,0.001931,0.8965,0.1699,-0.0057,True
21,62,5,"(21, 62, 5)",-3.3149,0.001934,-0.9582,-0.0597,0.1123,False
17,35,6,"(17, 35, 6)",-3.2879,0.001947,-0.9195,-0.0167,0.1567,False
16,17,5,"(16, 17, 5)",-3.2707,0.001973,-0.8645,-0.0243,0.1473,False
53,27,32,"(53, 27, 32)",-3.2922,0.001976,-0.9343,0.0149,0.2148,False
16,72,19,"(16, 72, 19)",3.283,0.001999,0.9246,0.2495,-0.0092,True
16,30,7,"(16, 30, 7)",-3.2665,0.002008,-0.8909,-0.029,0.1512,False
25,87,10,"(25, 87, 10)",-3.275,0.002044,-0.9219,-0.0434,0.125,False
36,91,16,"(36, 91, 16)",-3.2771,0.002052,-0.9276,0.2109,0.4522,False
37,32,5,"(37, 32, 5)",-3.2785,0.002055,-0.9305,-0.0891,0.1478,False
58,93,15,"(58, 93, 15)",-3.2692,0.002058,-0.9155,0.005,0.1893,False
21,44,22,"(21, 44, 22)",-3.263,0.002058,-0.9026,-0.0408,0.1405,False
28,51,27,"(28, 51, 27)",3.2664,0.002067,0.9125,0.0552,-0.1105,True
71,56,22,"(71, 56, 22)",-3.2591,0.0021,-0.9074,-0.0469,0.1441,False
4,59,10,"(4, 59, 10)",3.2474,0.002105,0.8699,0.2811,0.072,True
17,24,11,"(17, 24, 11)",-3.3309,0.002112,-1.0065,-0.0509,0.166,False
27,58,12,"(27, 58, 12)",-3.3019,0.002122,-0.9744,-0.0557,0.2059,False
16,56,13,"(16, 56, 13)",-3.2883,0.002124,-0.9577,-0.0186,0.2128,False
17,11,15,"(17, 11, 15)",-3.2743,0.002135,-0.9405,-0.0215,0.1994,False
56,23,9,"(56, 23, 9)",-3.2773,0.002167,-0.9506,-0.0011,0.2049,False
70,30,15,"(70, 30, 15)",-3.2811,0.002169,-0.9558,-0.03,0.1676,False
48,54,11,"(48, 54, 11)",-3.2608,0.002178,-0.9291,-0.0911,0.1625,False
51,39,32,"(51, 39, 32)",-3.2688,0.00218,-0.9411,-0.0566,0.1566,False
59,35,11,"(59, 35, 11)",-3.2744,0.002187,-0.9501,-0.04,0.114,False
46,49,34,"(46, 49, 34)",-3.2331,0.002195,-0.869,-0.0318,0.2029,False
19,11,12,"(19, 11, 12)",-3.2353,0.002236,-0.8974,-0.0,0.1961,False
32,34,32,"(32, 34, 32)",-3.2616,0.002236,-0.9411,0.0362,0.261,False
20,66,27,"(20, 66, 27)",-3.2312,0.002238,-0.888,0.0578,0.2313,False
21,63,5,"(21, 63, 5)",-3.2759,0.002246,-0.9617,0.0093,0.1767,False
40,53,11,"(40, 53, 11)",-3.2481,0.002248,-0.9237,-0.0871,0.1618,False
29,57,27,"(29, 57, 27)",3.2282,0.00225,0.8841,0.0792,-0.0867,True
7,61,17,"(7, 61, 17)",-3.2241,0.002251,-0.8592,-0.0449,0.1709,False
31,74,27,"(31, 74, 27)",-3.2252,0.002253,-0.8747,0.0113,0.2194,False
76,39,20,"(76, 39, 20)",-3.2269,0.002259,-0.842,0.0354,0.2314,False
59,12,26,"(59, 12, 26)",3.2532,0.002262,0.9339,0.108,-0.0981,True
18,46,23,"(18, 46, 23)",-3.2791,0.002286,-0.9716,-0.0342,0.1614,False
59,43,27,"(59, 43, 27)",-3.2435,0.00232,-0.9305,-0.0428,0.1408,False
37,10,7,"(37, 10, 7)",-3.2266,0.002325,-0.9037,-0.0556,0.1525,False
74,57,21,"(74, 57, 21)",-3.2414,0.002338,-0.9305,-0.016,0.1957,False
28,67,31,"(28, 67, 31)",-3.2408,0.002343,-0.9306,-0.002,0.2184,False
53,20,9,"(53, 20, 9)",-3.2471,0.002366,-0.9433,-0.02,0.1768,False
37,34,30,"(37, 34, 30)",-3.2486,0.00238,-0.9475,-0.0164,0.163,False
27,10,23,"(27, 10, 23)",-3.2174,0.00238,-0.8998,-0.0048,0.226,False
71,57,20,"(71, 57, 20)",-3.2282,0.002383,-0.9189,-0.0497,0.1602,False
25,35,31,"(25, 35, 31)",-3.223,0.00241,-0.916,0.0217,0.2681,False
46,34,0,"(46, 34, 0)",3.2062,0.002416,0.8852,0.1618,-0.0663,True
41,12,9,"(41, 12, 9)",-3.2039,0.00244,-0.8871,0.0417,0.2427,False
27,53,17,"(27, 53, 17)",3.2085,0.002444,0.898,0.1919,-0.0205,True
61,82,12,"(61, 82, 12)",-3.1953,0.002447,-0.8591,-0.0118,0.1806,False
61,43,27,"(61, 43, 27)",-3.201,0.00245,-0.8831,-0.0514,0.1171,False
49,38,32,"(49, 38, 32)",-3.1957,0.002472,-0.8765,-0.0369,0.1774,False
47,61,23,"(47, 61, 23)",-3.1975,0.002482,-0.8845,-0.0727,0.0955,False
71,21,23,"(71, 21, 23)",3.1956,0.002488,0.8818,0.0881,-0.0853,True
39,46,10,"(39, 46, 10)",-3.2053,0.002499,-0.9044,-0.026,0.2081,False
51,70,17,"(51, 70, 17)",-3.1863,0.002519,-0.8647,-0.0205,0.1513,False
8,53,22,"(8, 53, 22)",-3.1924,0.002526,-0.8855,0.0093,0.1698,False
46,51,21,"(46, 51, 21)",3.187,0.002527,0.8711,0.0769,-0.1365,True
9,52,22,"(9, 52, 22)",-3.2111,0.002552,-0.9232,0.0324,0.2097,False
15,70,9,"(15, 70, 9)",3.1845,0.002561,0.8765,0.1836,-0.0084,True
41,46,26,"(41, 46, 26)",-3.2304,0.00258,-0.9532,0.017,0.2266,False
14,13,8,"(14, 13, 8)",-3.1887,0.002581,-0.8916,-0.0019,0.2105,False
54,20,9,"(54, 20, 9)",-3.2165,0.002593,-0.9371,0.0063,0.1972,False
43,33,0,"(43, 33, 0)",3.1814,0.002597,0.88,0.1805,-0.0746,True
30,43,3,"(30, 43, 3)",3.2392,0.002605,0.9671,0.1415,-0.0591,True
51,93,18,"(51, 93, 18)",3.1742,0.002609,0.8617,0.2261,0.0457,True
57,46,13,"(57, 46, 13)",-3.2345,0.00261,-0.9622,-0.0453,0.1374,False
8,47,24,"(8, 47, 24)",-3.1777,0.002619,-0.8774,-0.0712,0.1247,False
47,54,13,"(47, 54, 13)",-3.1705,0.002633,-0.8585,-0.0309,0.2427,False
73,57,20,"(73, 57, 20)",-3.2059,0.002634,-0.9287,-0.0111,0.2041,False
35,47,19,"(35, 47, 19)",3.1967,0.002644,0.917,0.2085,-0.0287,True
5,55,20,"(5, 55, 20)",-3.1998,0.002651,-0.9226,0.0184,0.2297,False
54,37,32,"(54, 37, 32)",-3.1934,0.002681,-0.9181,-0.0669,0.1331,False
25,24,21,"(25, 24, 21)",-3.2027,0.002685,-0.9319,-0.0771,0.1124,False
29,86,20,"(29, 86, 20)",3.2665,0.002692,1.0084,0.1175,-0.0694,True
20,44,14,"(20, 44, 14)",3.2,0.002695,0.9296,0.0549,-0.14,True
70,26,16,"(70, 26, 16)",-3.2263,0.002707,-0.9645,0.0028,0.2195,False
35,46,19,"(35, 46, 19)",3.1583,0.002723,0.8534,0.1721,-0.0577,True
29,51,28,"(29, 51, 28)",3.1706,0.002733,0.8901,0.0728,-0.1079,True
30,39,0,"(30, 39, 0)",-3.1787,0.002744,-0.9062,-0.0462,0.1614,False
69,31,15,"(69, 31, 15)",-3.1663,0.002746,-0.8847,-0.0436,0.1542,False
32,74,27,"(32, 74, 27)",-3.1532,0.002779,-0.8608,-0.0079,0.1947,False
36,56,12,"(36, 56, 12)",3.1776,0.002803,0.914,0.1679,-0.068,True
17,62,7,"(17, 62, 7)",-3.1476,0.002806,-0.8501,-0.0527,0.1398,False
54,25,10,"(54, 25, 10)",-3.2133,0.002846,-0.9656,-0.0047,0.2327,False
66,48,24,"(66, 48, 24)",-3.1482,0.002847,-0.8158,0.0077,0.1727,False
29,57,12,"(29, 57, 12)",-3.1529,0.002867,-0.8841,-0.0701,0.1905,False
45,62,17,"(45, 62, 17)",3.1516,0.002872,0.8827,0.2202,0.0335,True
68,53,26,"(68, 53, 26)",-3.152,0.002873,-0.8836,-0.0169,0.2002,False
19,79,8,"(19, 79, 8)",-3.1701,0.002877,-0.9139,0.0034,0.2328,False
58,51,8,"(58, 51, 8)",-3.1554,0.002881,-0.8914,-0.0471,0.134,False
19,46,22,"(19, 46, 22)",-3.1566,0.002889,-0.8949,-0.0254,0.1506,False
31,14,2,"(31, 14, 2)",-3.1446,0.002903,-0.8751,-0.0578,0.1312,False
71,47,21,"(71, 47, 21)",-3.1861,0.002906,-0.9395,-0.0362,0.1816,False
52,67,17,"(52, 67, 17)",-3.2188,0.002907,-0.9789,-0.0683,0.1358,False
21,7,9,"(21, 7, 9)",-3.1453,0.002915,-0.8792,-0.0295,0.212,False
76,27,22,"(76, 27, 22)",3.138,0.002923,0.864,0.0574,-0.0372,True
24,93,13,"(24, 93, 13)",-3.1328,0.002924,-0.8433,0.0236,0.2489,False
25,10,19,"(25, 10, 19)",-3.1478,0.002927,-0.8863,-0.033,0.1572,False
18,74,22,"(18, 74, 22)",3.1359,0.002931,0.8606,0.1663,-0.032,True
14,25,8,"(14, 25, 8)",-3.1388,0.00295,-0.8732,0.0162,0.2045,False
15,43,10,"(15, 43, 10)",3.1474,0.00296,0.8918,0.1359,-0.0433,True
61,68,2,"(61, 68, 2)",-3.1948,0.002966,-0.9574,-0.0308,0.1303,False
19,47,22,"(19, 47, 22)",-3.1336,0.002975,-0.8672,-0.0294,0.1366,False
22,25,16,"(22, 25, 16)",-3.1266,0.00298,-0.8457,-0.0252,0.1352,False
25,21,7,"(25, 21, 7)",-3.1259,0.002989,-0.8477,-0.0147,0.1843,False
53,86,24,"(53, 86, 24)",-3.1285,0.002991,-0.8582,0.0412,0.2557,False
17,11,12,"(17, 11, 12)",-3.1326,0.002992,-0.8691,0.023,0.2192,False
54,22,7,"(54, 22, 7)",-3.1759,0.003012,-0.9395,-0.0798,0.1467,False
