x,y,z,coordinate,t_stat,p_value,cohens_d,depr_mean,control_mean,depr_greater
45,86,23,"(45, 86, 23)",3.8359,0.000523,1.1587,0.2242,-0.0274,True
59,9,19,"(59, 9, 19)",-3.6988,0.000548,-0.9939,-0.0355,0.1551,False
37,40,22,"(37, 40, 22)",3.7502,0.000549,1.083,0.3923,0.1867,True
27,57,24,"(27, 57, 24)",3.7206,0.000551,1.0464,0.0926,-0.1108,True
66,57,11,"(66, 57, 11)",-3.7201,0.000579,-1.0637,-0.0492,0.2141,False
46,17,19,"(46, 17, 19)",3.7219,0.000604,1.0787,0.2737,0.0077,True
29,58,27,"(29, 58, 27)",3.6852,0.00061,1.0348,0.0878,-0.1209,True
57,29,29,"(57, 29, 29)",3.6667,0.000615,1.0047,0.0945,-0.1086,True
56,90,18,"(56, 90, 18)",3.6607,0.000624,0.9996,0.2002,-0.0442,True
10,76,13,"(10, 76, 13)",3.7118,0.000632,1.0802,0.1867,-0.1281,True
14,71,20,"(14, 71, 20)",3.652,0.00065,0.9473,0.1854,-0.0594,True
7,58,15,"(7, 58, 15)",3.6438,0.000668,1.0062,0.1378,-0.1119,True
43,70,19,"(43, 70, 19)",-3.7068,0.000675,-1.0928,0.0276,0.1995,False
23,54,10,"(23, 54, 10)",3.6438,0.000708,1.0327,0.1758,-0.0111,True
11,82,15,"(11, 82, 15)",3.616,0.000708,0.9763,0.0824,-0.1632,True
42,49,29,"(42, 49, 29)",-3.6261,0.00072,-1.0129,-0.0674,0.1421,False
58,10,23,"(58, 10, 23)",-3.7267,0.000734,-1.1335,-0.1305,0.1023,False
44,44,29,"(44, 44, 29)",-3.6164,0.000749,-1.0149,-0.0647,0.1446,False
17,26,18,"(17, 26, 18)",3.5938,0.000755,0.9646,0.154,-0.03,True
47,29,29,"(47, 29, 29)",-3.6434,0.000764,-1.0572,-0.0385,0.1001,False
31,31,34,"(31, 31, 34)",-3.593,0.000771,-0.9859,-0.0401,0.1714,False
57,66,19,"(57, 66, 19)",-3.5864,0.000795,-0.9914,-0.0381,0.0906,False
62,9,17,"(62, 9, 17)",-3.658,0.000804,-1.0875,-0.1061,0.0793,False
45,36,29,"(45, 36, 29)",3.5784,0.000822,0.9946,0.1423,-0.08,True
23,50,21,"(23, 50, 21)",3.5813,0.000837,1.0076,0.0752,-0.1029,True
52,14,2,"(52, 14, 2)",3.5757,0.000848,1.0044,0.1299,-0.0717,True
11,73,20,"(11, 73, 20)",3.5594,0.000857,0.9802,0.2493,-0.0355,True
46,16,19,"(46, 16, 19)",3.557,0.000862,0.9785,0.1953,-0.0602,True
15,55,21,"(15, 55, 21)",-3.5501,0.000864,-0.958,-0.066,0.1102,False
62,75,18,"(62, 75, 18)",3.5535,0.000874,0.9798,0.1694,-0.0944,True
15,71,20,"(15, 71, 20)",3.5746,0.000885,0.9015,0.1928,-0.0348,True
28,32,15,"(28, 32, 15)",3.5513,0.000932,1.0069,0.1431,-0.053,True
11,30,27,"(11, 30, 27)",-3.5248,0.000946,-0.9673,-0.0638,0.1452,False
4,40,19,"(4, 40, 19)",3.5389,0.000954,0.9005,0.1732,-0.1185,True
13,49,20,"(13, 49, 20)",3.5435,0.000977,1.0136,0.058,-0.1507,True
23,25,1,"(23, 25, 1)",3.4999,0.001004,0.9275,0.1503,-0.0495,True
6,67,8,"(6, 67, 8)",3.5099,0.00102,0.9816,0.1895,-0.016,True
56,61,31,"(56, 61, 31)",3.4952,0.001022,0.9488,0.1772,-0.1121,True
62,76,17,"(62, 76, 17)",3.4927,0.001034,0.9154,0.1681,-0.0875,True
26,36,15,"(26, 36, 15)",3.5027,0.001043,0.9797,0.0995,-0.1169,True
6,43,18,"(6, 43, 18)",3.4937,0.001095,0.8875,0.1195,-0.0831,True
13,27,27,"(13, 27, 27)",-3.4815,0.001101,-0.9699,0.0106,0.2169,False
16,46,10,"(16, 46, 10)",3.4771,0.001108,0.9646,0.1684,-0.0268,True
20,63,8,"(20, 63, 8)",-3.4648,0.001117,-0.9376,-0.0834,0.1279,False
58,55,12,"(58, 55, 12)",3.4613,0.001131,0.9397,0.1467,-0.0356,True
61,76,17,"(61, 76, 17)",3.4509,0.001159,0.9211,0.1505,-0.1066,True
51,54,22,"(51, 54, 22)",3.4534,0.001166,0.9452,0.0662,-0.116,True
56,77,19,"(56, 77, 19)",3.48,0.00117,0.994,0.111,-0.0812,True
52,13,25,"(52, 13, 25)",3.4478,0.001171,0.9268,0.1692,-0.0552,True
46,41,17,"(46, 41, 17)",3.5172,0.001176,1.0407,0.2121,0.0296,True
55,57,5,"(55, 57, 5)",3.4389,0.001204,0.9265,0.1137,-0.0613,True
59,46,28,"(59, 46, 28)",3.4511,0.001206,0.9618,0.1476,-0.073,True
35,49,22,"(35, 49, 22)",3.4356,0.001214,0.9228,0.1686,-0.0586,True
15,69,14,"(15, 69, 14)",3.4404,0.001233,0.9539,0.0866,-0.1285,True
1,56,20,"(1, 56, 20)",3.4379,0.001246,0.9548,0.0967,-0.0573,True
25,25,15,"(25, 25, 15)",3.425,0.001255,0.9243,0.1436,-0.0871,True
33,21,2,"(33, 21, 2)",-3.4513,0.00128,-0.9885,-0.0345,0.1867,False
26,56,27,"(26, 56, 27)",-3.4187,0.001288,-0.9322,-0.0473,0.155,False
62,26,24,"(62, 26, 24)",3.4452,0.001291,0.9829,0.1202,-0.0993,True
14,55,21,"(14, 55, 21)",-3.4161,0.001295,-0.9294,-0.0931,0.0816,False
26,45,8,"(26, 45, 8)",-3.4636,0.001297,-1.0087,0.0068,0.2245,False
4,39,19,"(4, 39, 19)",3.4112,0.001325,0.8886,0.1205,-0.1357,True
41,48,29,"(41, 48, 29)",-3.4026,0.001356,-0.9318,-0.0658,0.12,False
13,34,19,"(13, 34, 19)",-3.4494,0.00137,-1.0093,-0.0123,0.2353,False
62,11,19,"(62, 11, 19)",-3.4677,0.001371,-1.0306,-0.141,0.0595,False
39,31,30,"(39, 31, 30)",-3.4061,0.001388,-0.9543,0.0035,0.2376,False
58,79,20,"(58, 79, 20)",3.4594,0.0014,1.0274,0.1293,-0.1072,True
37,65,30,"(37, 65, 30)",3.3985,0.001405,0.9465,0.1806,-0.0373,True
54,49,21,"(54, 49, 21)",3.4106,0.001406,0.9674,0.1282,-0.0521,True
20,6,19,"(20, 6, 19)",-3.3864,0.001406,-0.9135,-0.1158,0.0576,False
14,72,20,"(14, 72, 20)",3.403,0.00142,0.8659,0.1733,-0.052,True
46,30,29,"(46, 30, 29)",-3.4667,0.00143,-1.0414,-0.0847,0.1035,False
47,34,25,"(47, 34, 25)",3.3821,0.001431,0.9194,0.0719,-0.1209,True
64,74,15,"(64, 74, 15)",3.3949,0.001433,0.9507,0.1066,-0.1065,True
66,54,17,"(66, 54, 17)",3.3748,0.001455,0.9109,0.1703,-0.0183,True
13,69,6,"(13, 69, 6)",3.3715,0.001467,0.8975,0.2349,0.0532,True
14,34,19,"(14, 34, 19)",-3.3962,0.001478,-0.9668,-0.0147,0.1877,False
37,49,29,"(37, 49, 29)",3.3684,0.001484,0.91,0.1466,-0.0445,True
43,51,23,"(43, 51, 23)",3.409,0.001493,0.9879,0.1729,-0.0408,True
45,81,28,"(45, 81, 28)",-3.3646,0.001496,-0.8992,0.0245,0.3197,False
60,76,17,"(60, 76, 17)",3.3658,0.001498,0.8864,0.1622,-0.0842,True
47,73,30,"(47, 73, 30)",3.3943,0.001501,0.9702,0.4109,0.1665,True
62,61,19,"(62, 61, 19)",3.3622,0.001507,0.9009,0.0966,-0.1301,True
32,4,11,"(32, 4, 11)",-3.381,0.001533,-0.9595,0.0453,0.2885,False
58,33,30,"(58, 33, 30)",3.371,0.001539,0.945,0.1461,-0.0456,True
57,79,19,"(57, 79, 19)",3.3803,0.001552,0.9636,0.12,-0.0764,True
22,80,24,"(22, 80, 24)",3.3598,0.001582,0.9394,0.1435,-0.0606,True
67,59,7,"(67, 59, 7)",3.4,0.001591,0.998,0.1515,-0.0771,True
21,21,23,"(21, 21, 23)",3.3689,0.001615,0.9632,0.2256,0.0052,True
26,10,19,"(26, 10, 19)",-3.3517,0.001619,-0.8593,0.0388,0.1991,False
59,55,11,"(59, 55, 11)",3.3376,0.00162,0.8965,0.1128,-0.0659,True
70,36,28,"(70, 36, 28)",3.3532,0.001621,0.9402,0.071,-0.1662,True
29,5,12,"(29, 5, 12)",-3.345,0.00163,-0.9276,0.0741,0.2771,False
50,51,34,"(50, 51, 34)",-3.3746,0.001633,-0.9753,-0.1315,0.0679,False
71,68,11,"(71, 68, 11)",3.3399,0.001637,0.9189,0.117,-0.1243,True
43,78,25,"(43, 78, 25)",-3.3343,0.00164,-0.8802,-0.0001,0.1591,False
20,34,6,"(20, 34, 6)",3.3442,0.001647,0.9322,0.1116,-0.0987,True
67,81,17,"(67, 81, 17)",3.333,0.001649,0.8782,0.1015,-0.1464,True
11,62,29,"(11, 62, 29)",3.3317,0.001665,0.8713,0.119,-0.0492,True
63,76,17,"(63, 76, 17)",3.3255,0.001706,0.8649,0.1725,-0.061,True
19,62,17,"(19, 62, 17)",-3.3218,0.001715,-0.9086,-0.0849,0.0983,False
26,35,15,"(26, 35, 15)",3.3367,0.001716,0.9401,0.091,-0.0781,True
21,49,13,"(21, 49, 13)",3.3237,0.001722,0.9169,0.0994,-0.1034,True
26,11,19,"(26, 11, 19)",-3.3178,0.001731,-0.9047,0.0207,0.1996,False
11,55,14,"(11, 55, 14)",3.3142,0.001738,0.8943,0.1235,-0.085,True
51,47,28,"(51, 47, 28)",-3.3191,0.001743,-0.915,-0.0595,0.0861,False
25,20,27,"(25, 20, 27)",-3.314,0.001745,-0.9001,-0.0794,0.0969,False
20,50,13,"(20, 50, 13)",3.3163,0.001777,0.9216,0.1583,-0.0599,True
67,54,17,"(67, 54, 17)",3.309,0.001777,0.9033,0.1769,-0.0174,True
47,25,0,"(47, 25, 0)",3.3215,0.001802,0.9386,0.1579,-0.005,True
3,40,19,"(3, 40, 19)",3.2989,0.001814,0.8841,0.1267,-0.1263,True
63,53,11,"(63, 53, 11)",3.3051,0.001819,0.9127,0.1483,-0.0473,True
35,46,32,"(35, 46, 32)",-3.3119,0.001828,-0.9294,-0.082,0.114,False
37,49,28,"(37, 49, 28)",3.2944,0.001854,0.8992,0.158,-0.0165,True
43,89,23,"(43, 89, 23)",-3.3189,0.001863,-0.949,0.0547,0.3181,False
25,15,17,"(25, 15, 17)",-3.2876,0.001885,-0.894,-0.0705,0.1011,False
71,67,11,"(71, 67, 11)",3.2953,0.001895,0.9183,0.0768,-0.122,True
8,54,20,"(8, 54, 20)",3.2895,0.001903,0.9082,0.1109,-0.0788,True
12,49,20,"(12, 49, 20)",3.2974,0.001904,0.9247,0.0499,-0.1239,True
48,16,18,"(48, 16, 18)",3.3148,0.001906,0.9524,0.1107,-0.0904,True
68,54,17,"(68, 54, 17)",3.2847,0.001921,0.9036,0.1887,-0.0224,True
27,22,15,"(27, 22, 15)",3.2851,0.00194,0.9117,0.1526,-0.0383,True
67,68,9,"(67, 68, 9)",-3.3302,0.001955,-0.9814,-0.1029,0.1489,False
49,45,32,"(49, 45, 32)",3.274,0.001956,0.8636,0.0958,-0.0805,True
16,20,28,"(16, 20, 28)",-3.276,0.001961,-0.8975,0.0351,0.2165,False
12,55,11,"(12, 55, 11)",-3.2801,0.001972,-0.9117,-0.0929,0.1401,False
37,64,30,"(37, 64, 30)",3.2678,0.001987,0.866,0.1688,-0.0408,True
59,56,11,"(59, 56, 11)",3.2661,0.002001,0.8845,0.1103,-0.0387,True
11,68,25,"(11, 68, 25)",3.2973,0.002003,0.9476,0.3093,0.0332,True
17,11,15,"(17, 11, 15)",-3.2671,0.002005,-0.8909,-0.0225,0.1814,False
20,60,15,"(20, 60, 15)",3.3025,0.002006,0.9553,0.0667,-0.1196,True
61,87,18,"(61, 87, 18)",3.2774,0.002006,0.9163,0.1187,-0.1296,True
48,32,30,"(48, 32, 30)",3.2713,0.002018,0.9076,0.1332,-0.0928,True
53,33,20,"(53, 33, 20)",-3.262,0.002024,-0.8614,0.0143,0.1946,False
44,38,26,"(44, 38, 26)",-3.2598,0.002034,-0.8787,-0.0616,0.1211,False
69,45,23,"(69, 45, 23)",3.2746,0.002052,0.9233,0.1604,-0.013,True
23,12,12,"(23, 12, 12)",-3.2795,0.002058,-0.9327,-0.0062,0.1683,False
64,63,19,"(64, 63, 19)",3.2631,0.002067,0.9059,0.0304,-0.1731,True
46,45,12,"(46, 45, 12)",3.3211,0.002076,0.99,0.0959,-0.095,True
64,52,11,"(64, 52, 11)",3.2644,0.002088,0.9142,0.094,-0.0635,True
69,46,23,"(69, 46, 23)",3.26,0.00209,0.9061,0.1411,-0.0915,True
15,65,28,"(15, 65, 28)",3.2481,0.002109,0.8556,0.2401,0.0202,True
7,68,18,"(7, 68, 18)",3.2502,0.002132,0.8979,0.1023,-0.1408,True
63,61,19,"(63, 61, 19)",3.2448,0.002132,0.8812,0.0198,-0.1834,True
13,56,16,"(13, 56, 16)",3.2499,0.002135,0.8984,0.091,-0.1225,True
53,4,16,"(53, 4, 16)",-3.2493,0.002159,-0.9045,0.0042,0.209,False
59,34,30,"(59, 34, 30)",3.2493,0.002177,0.9095,0.14,-0.047,True
44,24,10,"(44, 24, 10)",3.246,0.00218,0.9036,0.1405,-0.0743,True
24,65,11,"(24, 65, 11)",3.2422,0.002239,0.9117,0.1613,-0.0341,True
51,21,1,"(51, 21, 1)",-3.2391,0.00228,-0.9157,-0.0292,0.1593,False
56,38,12,"(56, 38, 12)",3.2521,0.002281,0.9359,0.129,-0.084,True
61,37,9,"(61, 37, 9)",-3.2217,0.002294,-0.8832,-0.0198,0.2074,False
24,68,7,"(24, 68, 7)",-3.2594,0.0023,-0.9489,-0.0241,0.1651,False
6,30,12,"(6, 30, 12)",-3.222,0.002306,-0.8887,-0.0254,0.1483,False
18,46,20,"(18, 46, 20)",-3.2324,0.002308,-0.9104,-0.1486,0.0418,False
47,17,19,"(47, 17, 19)",3.2128,0.002326,0.856,0.1146,-0.0758,True
68,73,12,"(68, 73, 12)",3.2154,0.002368,0.8923,0.1327,-0.0831,True
34,31,5,"(34, 31, 5)",3.2355,0.002381,0.9296,0.1804,-0.0209,True
51,51,34,"(51, 51, 34)",-3.2046,0.002404,-0.8764,-0.101,0.0745,False
59,53,18,"(59, 53, 18)",3.2007,0.002408,0.8594,0.1245,-0.0843,True
39,42,32,"(39, 42, 32)",3.2,0.002412,0.8527,0.1206,-0.1006,True
43,58,22,"(43, 58, 22)",-3.279,0.002412,-0.9887,-0.0533,0.1574,False
13,62,6,"(13, 62, 6)",3.2457,0.002472,0.9574,0.0579,-0.1044,True
52,24,26,"(52, 24, 26)",-3.2131,0.002494,-0.9161,-0.0904,0.081,False
13,36,15,"(13, 36, 15)",3.2189,0.002504,0.9265,0.1336,-0.0439,True
60,20,23,"(60, 20, 23)",3.2365,0.002509,0.951,0.333,0.0596,True
27,12,18,"(27, 12, 18)",-3.1997,0.002534,-0.9018,-0.0369,0.1472,False
12,15,25,"(12, 15, 25)",-3.1872,0.00258,-0.8883,0.1,0.3311,False
64,50,22,"(64, 50, 22)",3.223,0.002588,0.9449,0.0955,-0.0611,True
12,73,19,"(12, 73, 19)",3.1915,0.00259,0.8988,0.2372,-0.0069,True
44,58,22,"(44, 58, 22)",-3.2132,0.002619,-0.9364,-0.0555,0.1354,False
10,35,19,"(10, 35, 19)",-3.1938,0.00262,-0.9084,-0.0566,0.1517,False
60,57,13,"(60, 57, 13)",3.178,0.002625,0.8797,0.0777,-0.1167,True
63,62,19,"(63, 62, 19)",3.1756,0.002636,0.8226,0.0312,-0.1612,True
49,57,21,"(49, 57, 21)",3.2005,0.002645,0.9228,0.1416,-0.0318,True
46,40,16,"(46, 40, 16)",3.1877,0.002659,0.9057,0.154,-0.0575,True
28,83,21,"(28, 83, 21)",-3.2242,0.002667,-0.9569,0.0255,0.2095,False
15,54,21,"(15, 54, 21)",-3.1629,0.00269,-0.8563,-0.0683,0.0891,False
25,53,12,"(25, 53, 12)",3.1657,0.002693,0.8251,0.1088,-0.0359,True
11,16,22,"(11, 16, 22)",-3.1834,0.002717,-0.9088,0.1741,0.422,False
24,47,5,"(24, 47, 5)",3.1668,0.002742,0.8847,0.0627,-0.0611,True
51,15,8,"(51, 15, 8)",3.1685,0.002769,0.8934,0.1585,-0.0221,True
68,58,10,"(68, 58, 10)",-3.2058,0.002789,-0.9498,0.0513,0.2815,False
52,71,22,"(52, 71, 22)",-3.2036,0.002809,-0.9495,-0.017,0.2088,False
44,24,18,"(44, 24, 18)",3.146,0.002814,0.8399,0.2638,0.0176,True
53,32,20,"(53, 32, 20)",-3.1453,0.002832,-0.8539,0.0277,0.19,False
49,44,32,"(49, 44, 32)",3.141,0.002853,0.8385,0.1494,-0.045,True
61,88,18,"(61, 88, 18)",3.1399,0.002907,0.8645,0.114,-0.1167,True
23,22,18,"(23, 22, 18)",-3.1475,0.002927,-0.8859,-0.0116,0.1532,False
5,39,18,"(5, 39, 18)",3.1325,0.00293,0.8464,0.0935,-0.0982,True
47,33,32,"(47, 33, 32)",-3.1404,0.002946,-0.8067,-0.0323,0.1208,False
72,65,19,"(72, 65, 19)",-3.1288,0.002964,-0.8476,-0.0572,0.1468,False
44,26,16,"(44, 26, 16)",3.1437,0.002976,0.888,0.1333,-0.0904,True
19,50,19,"(19, 50, 19)",3.1274,0.002984,0.8204,0.1423,-0.0399,True
60,21,14,"(60, 21, 14)",3.1857,0.002986,0.9487,0.0874,-0.0926,True
12,37,14,"(12, 37, 14)",3.1588,0.00299,0.9139,0.0803,-0.0769,True
11,21,24,"(11, 21, 24)",-3.1285,0.00299,-0.8579,0.184,0.4429,False
66,39,27,"(66, 39, 27)",3.151,0.002994,0.9029,0.09,-0.1083,True
10,73,20,"(10, 73, 20)",3.1243,0.002996,0.8277,0.1817,-0.0625,True
42,55,12,"(42, 55, 12)",3.1479,0.003016,0.9014,0.1545,-0.0502,True
46,38,33,"(46, 38, 33)",3.1203,0.003058,0.8139,0.1362,-0.056,True
44,25,16,"(44, 25, 16)",3.1189,0.003059,0.8173,0.1543,-0.0523,True
22,6,21,"(22, 6, 21)",-3.117,0.003081,-0.8149,-0.0871,0.0377,False
68,59,10,"(68, 59, 10)",-3.1661,0.003093,-0.9367,-0.0095,0.2491,False
54,52,32,"(54, 52, 32)",3.133,0.003098,0.8905,0.1257,-0.0909,True
16,40,30,"(16, 40, 30)",3.1162,0.003098,0.8555,0.1998,-0.0268,True
9,86,10,"(9, 86, 10)",3.1202,0.003104,0.8673,0.0675,-0.0302,True
26,10,20,"(26, 10, 20)",-3.174,0.003168,-0.9546,-0.0329,0.1742,False
21,25,23,"(21, 25, 23)",3.1073,0.003177,0.8528,0.2033,0.0604,True
45,13,21,"(45, 13, 21)",3.1177,0.003202,0.8812,0.1315,-0.0213,True
16,66,6,"(16, 66, 6)",3.1168,0.003209,0.8808,0.1039,-0.0818,True
24,12,28,"(24, 12, 28)",-3.1076,0.003212,-0.863,-0.0299,0.2128,False
42,74,22,"(42, 74, 22)",3.1066,0.003213,0.8607,0.1744,-0.0543,True
26,78,12,"(26, 78, 12)",-3.1021,0.003219,-0.8503,-0.0193,0.1234,False
62,59,19,"(62, 59, 19)",3.1141,0.003222,0.8781,0.1095,-0.0503,True
21,20,23,"(21, 20, 23)",3.1269,0.003231,0.9004,0.2081,-0.0055,True
66,81,17,"(66, 81, 17)",3.1005,0.003236,0.8505,0.113,-0.1001,True
23,68,11,"(23, 68, 11)",-3.1014,0.003251,-0.857,-0.0125,0.1762,False
67,71,15,"(67, 71, 15)",3.1368,0.003253,0.9173,0.0971,-0.1105,True
51,17,30,"(51, 17, 30)",-3.0919,0.003279,-0.8225,-0.0519,0.1592,False
23,23,34,"(23, 23, 34)",-3.0866,0.003341,-0.8379,-0.0588,0.0311,False
26,63,27,"(26, 63, 27)",3.0887,0.003344,0.847,0.1141,-0.089,True
50,9,20,"(50, 9, 20)",3.0851,0.003345,0.8172,0.0606,-0.1161,True
62,88,12,"(62, 88, 12)",3.1125,0.003348,0.8944,0.1627,-0.0353,True
37,54,31,"(37, 54, 31)",3.0838,0.003354,0.8247,0.1501,-0.0682,True
46,55,26,"(46, 55, 26)",-3.0903,0.003359,-0.8556,-0.0268,0.131,False
61,76,18,"(61, 76, 18)",3.0862,0.003368,0.8466,0.1767,-0.0724,True
37,38,22,"(37, 38, 22)",3.0834,0.003369,0.8359,0.4914,0.2734,True
61,77,18,"(61, 77, 18)",3.0825,0.003397,0.8436,0.1559,-0.0407,True
52,76,20,"(52, 76, 20)",3.0978,0.0034,0.8783,0.1476,-0.0633,True
68,46,23,"(68, 46, 23)",3.0812,0.003408,0.8428,0.1356,-0.0938,True
71,64,19,"(71, 64, 19)",-3.078,0.003433,-0.8398,-0.0592,0.1656,False
75,63,8,"(75, 63, 8)",3.0934,0.003461,0.7819,0.1416,-0.0064,True
11,75,14,"(11, 75, 14)",3.09,0.003461,0.8739,0.137,-0.1031,True
36,26,0,"(36, 26, 0)",-3.0727,0.003463,-0.8149,0.1785,0.3501,False
5,46,27,"(5, 46, 27)",3.0714,0.003477,0.8277,0.1747,-0.054,True
58,54,13,"(58, 54, 13)",3.0818,0.003483,0.862,0.1441,-0.0396,True
41,20,31,"(41, 20, 31)",-3.0766,0.003489,-0.8517,0.0155,0.2287,False
42,47,0,"(42, 47, 0)",3.11,0.003509,0.9107,0.0542,-0.1061,True
31,29,15,"(31, 29, 15)",3.0671,0.003518,0.8259,0.2349,0.0113,True
27,21,29,"(27, 21, 29)",3.0653,0.003546,0.832,0.1341,-0.0782,True
20,56,10,"(20, 56, 10)",-3.0763,0.003547,-0.8625,-0.0159,0.1475,False
10,75,19,"(10, 75, 19)",3.0687,0.00357,0.7927,0.1517,-0.0478,True
14,15,8,"(14, 15, 8)",3.0616,0.003575,0.8262,0.1377,-0.0366,True
60,10,15,"(60, 10, 15)",-3.0926,0.003586,-0.895,-0.0467,0.136,False
57,67,6,"(57, 67, 6)",3.1284,0.003591,0.9426,0.1167,-0.0953,True
22,33,32,"(22, 33, 32)",3.0592,0.003593,0.8157,0.157,-0.0574,True
37,9,7,"(37, 9, 7)",-3.0635,0.003603,-0.8443,0.0027,0.2332,False
4,40,18,"(4, 40, 18)",3.0587,0.003613,0.8043,0.1201,-0.113,True
16,33,21,"(16, 33, 21)",3.0632,0.003614,0.8459,0.1243,-0.0615,True
33,22,2,"(33, 22, 2)",-3.0666,0.003625,-0.8564,0.0073,0.2229,False
54,53,24,"(54, 53, 24)",3.1146,0.003653,0.9316,0.1341,-0.0426,True
44,37,22,"(44, 37, 22)",3.0925,0.003663,0.9039,0.4093,0.2071,True
68,74,12,"(68, 74, 12)",3.0581,0.003678,0.8474,0.1239,-0.0801,True
46,9,20,"(46, 9, 20)",3.0505,0.003681,0.8159,0.1722,-0.0319,True
64,24,17,"(64, 24, 17)",3.0551,0.003685,0.841,0.1707,-0.0328,True
54,23,8,"(54, 23, 8)",-3.0494,0.003694,-0.8113,-0.0621,0.1269,False
24,23,2,"(24, 23, 2)",-3.0649,0.003704,-0.8661,-0.0113,0.1629,False
39,43,12,"(39, 43, 12)",-3.0479,0.003709,-0.8125,-0.0177,0.1399,False
12,81,15,"(12, 81, 15)",3.0501,0.003712,0.8324,0.023,-0.2078,True
49,86,11,"(49, 86, 11)",3.0482,0.003716,0.8252,0.0764,-0.0756,True
29,82,21,"(29, 82, 21)",-3.0714,0.003727,-0.8802,-0.0218,0.179,False
20,6,18,"(20, 6, 18)",-3.0484,0.003743,-0.8362,-0.0757,0.0959,False
48,56,28,"(48, 56, 28)",3.0484,0.003779,0.8449,0.0675,-0.0784,True
66,40,27,"(66, 40, 27)",3.0438,0.003779,0.8315,0.0937,-0.0896,True
46,46,18,"(46, 46, 18)",3.0648,0.003789,0.8778,0.2413,0.0522,True
16,36,19,"(16, 36, 19)",-3.0408,0.0038,-0.8268,-0.0433,0.1153,False
38,50,15,"(38, 50, 15)",3.0568,0.003809,0.867,0.1502,-0.05,True
2,39,20,"(2, 39, 20)",3.0377,0.003823,0.8027,0.0764,-0.1744,True
9,34,28,"(9, 34, 28)",3.0501,0.003836,0.8587,0.0566,-0.1079,True
12,30,27,"(12, 30, 27)",-3.048,0.003845,-0.856,-0.0356,0.1605,False
24,22,18,"(24, 22, 18)",-3.0834,0.003851,-0.9112,-0.0676,0.1246,False
52,52,23,"(52, 52, 23)",3.0545,0.003861,0.8702,0.06,-0.111,True
29,21,23,"(29, 21, 23)",3.0338,0.003863,0.8022,0.1293,-0.0617,True
62,10,17,"(62, 10, 17)",-3.0326,0.003871,-0.8072,-0.0591,0.1125,False
49,30,31,"(49, 30, 31)",3.0314,0.003903,0.8249,0.1432,-0.0408,True
7,44,15,"(7, 44, 15)",3.0322,0.003904,0.8288,0.1358,-0.0506,True
47,18,24,"(47, 18, 24)",3.0431,0.003917,0.8577,0.3557,0.1225,True
59,65,27,"(59, 65, 27)",3.0374,0.003919,0.8462,0.237,0.03,True
33,38,19,"(33, 38, 19)",-3.049,0.003932,-0.8702,-0.0539,0.1614,False
