x,y,z,coordinate,t_stat,p_value,cohens_d,depr_mean,control_mean,depr_greater
35,32,5,"(35, 32, 5)",2.5091,0.015978,0.716,0.116,-0.0749,True
28,57,24,"(28, 57, 24)",2.5154,0.016004,0.7301,0.0758,-0.0543,True
23,65,12,"(23, 65, 12)",2.5102,0.016021,0.7204,0.1584,-0.0063,True
37,77,17,"(37, 77, 17)",2.4975,0.016023,0.6867,0.2495,0.0533,True
50,21,29,"(50, 21, 29)",-2.5041,0.016028,-0.7071,-0.03,0.1595,False
59,84,11,"(59, 84, 11)",2.5013,0.016029,0.6999,0.1326,-0.0315,True
17,65,6,"(17, 65, 6)",2.4946,0.016032,0.6692,0.111,-0.0064,True
37,93,19,"(37, 93, 19)",2.4986,0.016042,0.6926,0.3926,0.2048,True
73,70,8,"(73, 70, 8)",2.4944,0.016053,0.6737,0.0592,-0.0252,True
44,17,30,"(44, 17, 30)",2.4939,0.016057,0.6666,0.0961,-0.0753,True
43,73,22,"(43, 73, 22)",2.5028,0.016059,0.7057,0.1723,0.015,True
46,64,32,"(46, 64, 32)",2.4938,0.016064,0.6693,0.1381,-0.0245,True
22,68,6,"(22, 68, 6)",-2.5153,0.016083,-0.7331,-0.0769,0.0883,False
23,69,8,"(23, 69, 8)",-2.5158,0.016084,-0.7341,0.0544,0.2358,False
48,39,5,"(48, 39, 5)",2.5444,0.016089,0.7809,0.1501,0.0106,True
11,50,20,"(11, 50, 20)",2.4982,0.016093,0.6949,0.0775,-0.0585,True
8,39,15,"(8, 39, 15)",2.5363,0.016096,0.7688,0.1764,0.0137,True
24,12,21,"(24, 12, 21)",-2.5006,0.016106,-0.6383,-0.0259,0.1574,False
22,88,8,"(22, 88, 8)",-2.495,0.016108,-0.65,-0.0457,0.0128,False
74,40,23,"(74, 40, 23)",2.4946,0.016115,0.6506,0.0377,-0.144,True
68,60,10,"(68, 60, 10)",-2.5229,0.016122,-0.748,-0.0184,0.1565,False
56,78,14,"(56, 78, 14)",2.5127,0.016134,0.7302,0.0864,-0.0769,True
72,73,16,"(72, 73, 16)",-2.492,0.016134,-0.6673,0.0041,0.1825,False
12,56,24,"(12, 56, 24)",2.5037,0.016136,0.7118,0.1119,-0.0624,True
13,24,21,"(13, 24, 21)",2.5011,0.01614,0.706,0.506,0.3287,True
43,56,31,"(43, 56, 31)",2.492,0.016144,0.6716,0.0799,-0.0778,True
50,35,16,"(50, 35, 16)",2.4921,0.016148,0.673,0.0911,-0.0326,True
51,12,23,"(51, 12, 23)",2.5165,0.016159,0.7382,0.0919,-0.0747,True
15,72,23,"(15, 72, 23)",2.4974,0.016159,0.641,0.2019,0.0372,True
47,12,23,"(47, 12, 23)",2.4981,0.016164,0.6396,0.1823,0.0208,True
74,51,19,"(74, 51, 19)",2.4915,0.016167,0.6593,0.0502,-0.1271,True
14,20,19,"(14, 20, 19)",2.4912,0.016169,0.664,0.3639,0.1721,True
47,36,28,"(47, 36, 28)",-2.4953,0.016199,-0.6934,-0.025,0.0916,False
30,37,6,"(30, 37, 6)",-2.4987,0.016208,-0.7035,-0.0123,0.1554,False
60,56,11,"(60, 56, 11)",2.4952,0.016214,0.6943,0.0915,-0.0611,True
70,46,27,"(70, 46, 27)",-2.4949,0.016222,-0.6939,0.0073,0.1535,False
67,50,15,"(67, 50, 15)",2.4986,0.016227,0.7044,0.1155,-0.0547,True
11,56,24,"(11, 56, 24)",2.4942,0.016242,0.6931,0.136,-0.0208,True
23,74,29,"(23, 74, 29)",2.492,0.016283,0.6889,0.2618,0.0819,True
50,15,9,"(50, 15, 9)",2.4936,0.016295,0.6948,0.1939,0.0351,True
45,58,15,"(45, 58, 15)",2.5039,0.016314,0.7207,0.1873,0.0197,True
61,17,5,"(61, 17, 5)",-2.4875,0.016318,-0.6672,0.0501,0.2093,False
59,56,13,"(59, 56, 13)",2.4877,0.01632,0.6712,0.1305,-0.0319,True
26,27,11,"(26, 27, 11)",2.4898,0.016335,0.6849,0.1203,-0.0332,True
4,54,25,"(4, 54, 25)",2.492,0.016336,0.6418,0.1168,-0.0554,True
69,67,25,"(69, 67, 25)",2.5097,0.016342,0.7329,0.1948,-0.0225,True
7,33,15,"(7, 33, 15)",2.5176,0.016347,0.7471,0.0737,-0.0891,True
43,42,10,"(43, 42, 10)",-2.494,0.016392,-0.7021,-0.0031,0.1599,False
28,75,19,"(28, 75, 19)",-2.5235,0.016411,-0.759,-0.052,0.1259,False
46,34,0,"(46, 34, 0)",2.4903,0.016418,0.6931,0.1752,-0.0385,True
16,68,24,"(16, 68, 24)",2.4848,0.016426,0.6645,0.2495,0.0663,True
13,78,14,"(13, 78, 14)",2.4844,0.016455,0.6704,0.095,-0.0784,True
29,51,12,"(29, 51, 12)",2.4905,0.016468,0.697,0.1323,-0.053,True
47,44,29,"(47, 44, 29)",2.4924,0.016471,0.7024,0.0736,-0.0725,True
50,14,13,"(50, 14, 13)",-2.4973,0.016484,-0.7145,0.0022,0.1386,False
67,57,10,"(67, 57, 10)",-2.4926,0.016511,-0.705,0.0414,0.2387,False
26,56,20,"(26, 56, 20)",-2.5022,0.016516,-0.7257,-0.0479,0.1081,False
13,37,14,"(13, 37, 14)",2.5034,0.016523,0.7283,0.0433,-0.0849,True
56,89,18,"(56, 89, 18)",2.4852,0.016527,0.6844,0.1591,-0.0428,True
54,66,25,"(54, 66, 25)",-2.502,0.016531,-0.7261,0.0422,0.2402,False
65,54,10,"(65, 54, 10)",2.4929,0.016533,0.707,0.1552,0.0179,True
25,48,10,"(25, 48, 10)",2.484,0.016559,0.6821,0.1601,-0.0111,True
19,58,15,"(19, 58, 15)",2.493,0.016559,0.7084,0.1291,-0.0289,True
19,18,19,"(19, 18, 19)",-2.4815,0.016574,-0.6569,0.0013,0.165,False
32,22,2,"(32, 22, 2)",-2.4832,0.016576,-0.6804,0.0143,0.165,False
58,75,16,"(58, 75, 16)",2.4821,0.016583,0.6758,0.0653,-0.0633,True
60,11,8,"(60, 11, 8)",-2.4982,0.016584,-0.7206,0.1267,0.2761,False
23,55,26,"(23, 55, 26)",2.4849,0.016602,0.6893,0.0975,-0.0859,True
64,32,22,"(64, 32, 22)",-2.4905,0.016623,-0.7058,0.0419,0.2394,False
48,57,28,"(48, 57, 28)",2.4803,0.016636,0.6538,0.0759,-0.0341,True
58,40,15,"(58, 40, 15)",2.4831,0.016642,0.6862,0.0464,-0.0626,True
19,32,30,"(19, 32, 30)",2.4939,0.016644,0.7145,0.0857,-0.0678,True
47,45,28,"(47, 45, 28)",2.4977,0.016653,0.7225,0.0562,-0.0978,True
50,24,26,"(50, 24, 26)",-2.4868,0.016669,-0.699,-0.0252,0.1133,False
52,65,4,"(52, 65, 4)",-2.4863,0.01667,-0.6353,-0.0442,0.0333,False
27,63,27,"(27, 63, 27)",2.4786,0.016683,0.663,0.0802,-0.0902,True
59,69,28,"(59, 69, 28)",2.4811,0.016688,0.6822,0.2582,0.1007,True
27,25,20,"(27, 25, 20)",2.4855,0.016689,0.6967,0.1826,0.002,True
57,21,26,"(57, 21, 26)",2.4778,0.016721,0.6574,0.1727,-0.0186,True
50,17,21,"(50, 17, 21)",2.4775,0.016738,0.6681,0.0699,-0.0828,True
56,43,23,"(56, 43, 23)",2.4817,0.016744,0.6892,0.0644,-0.0716,True
12,53,15,"(12, 53, 15)",-2.4785,0.016769,-0.6789,-0.0399,0.1174,False
9,60,15,"(9, 60, 15)",2.4911,0.016776,0.7145,0.1094,-0.0627,True
57,92,11,"(57, 92, 11)",-2.4796,0.016781,-0.6848,-0.0626,0.0826,False
29,51,26,"(29, 51, 26)",2.476,0.016789,0.663,0.0456,-0.0633,True
27,9,26,"(27, 9, 26)",-2.4807,0.016794,-0.6894,-0.048,0.1087,False
13,47,18,"(13, 47, 18)",2.4758,0.016798,0.6626,0.1725,-0.0519,True
32,85,18,"(32, 85, 18)",2.4775,0.016799,0.6777,0.1641,0.019,True
33,27,15,"(33, 27, 15)",2.4814,0.016819,0.6931,0.1784,-0.0046,True
11,75,13,"(11, 75, 13)",2.4896,0.016831,0.7136,0.1126,-0.0765,True
17,44,22,"(17, 44, 22)",2.486,0.016836,0.7058,0.0547,-0.0861,True
69,46,28,"(69, 46, 28)",2.4752,0.016838,0.668,0.0937,-0.0603,True
66,42,27,"(66, 42, 27)",2.4812,0.016843,0.6941,0.1319,-0.0359,True
2,39,21,"(2, 39, 21)",2.4877,0.016863,0.6264,0.0338,-0.1483,True
61,32,28,"(61, 32, 28)",2.4897,0.016867,0.7156,0.1296,-0.0564,True
49,57,29,"(49, 57, 29)",2.4766,0.016871,0.6808,0.0606,-0.0839,True
55,86,11,"(55, 86, 11)",2.4754,0.016882,0.6764,0.1082,-0.0708,True
49,12,24,"(49, 12, 24)",2.4738,0.016895,0.6546,0.161,-0.0192,True
43,4,21,"(43, 4, 21)",-2.4977,0.016901,-0.7323,-0.021,0.1455,False
15,39,4,"(15, 39, 4)",-2.4774,0.01691,-0.6868,-0.0278,0.0157,False
65,38,24,"(65, 38, 24)",2.4755,0.016913,0.6801,0.1051,-0.059,True
24,51,11,"(24, 51, 11)",-2.4768,0.016913,-0.6851,-0.0179,0.1443,False
18,17,20,"(18, 17, 20)",-2.4728,0.016924,-0.6592,0.0557,0.2406,False
10,42,28,"(10, 42, 28)",2.4785,0.016934,0.6919,0.1719,-0.001,True
9,76,12,"(9, 76, 12)",2.4858,0.016947,0.7108,0.1584,-0.008,True
13,21,8,"(13, 21, 8)",-2.4723,0.016947,-0.6644,-0.0106,0.1595,False
51,88,18,"(51, 88, 18)",2.5054,0.016948,0.7473,0.1856,0.0042,True
30,59,26,"(30, 59, 26)",2.4725,0.016954,0.6681,0.0569,-0.0752,True
38,53,17,"(38, 53, 17)",-2.5002,0.016963,-0.739,-0.0034,0.1748,False
11,47,23,"(11, 47, 23)",2.4767,0.016967,0.6886,0.0345,-0.1001,True
22,28,5,"(22, 28, 5)",-2.4721,0.016971,-0.6685,-0.0369,0.1165,False
33,29,2,"(33, 29, 2)",-2.5064,0.016972,-0.7498,0.2168,0.4028,False
17,48,10,"(17, 48, 10)",2.4723,0.016973,0.6704,0.137,-0.0077,True
55,53,23,"(55, 53, 23)",2.485,0.016977,0.7105,0.0737,-0.0733,True
23,8,7,"(23, 8, 7)",-2.4844,0.017009,-0.7106,0.0946,0.2893,False
51,13,21,"(51, 13, 21)",2.4711,0.017017,0.669,0.1468,-0.0089,True
59,66,26,"(59, 66, 26)",2.481,0.017023,0.7036,0.2607,0.0856,True
31,86,18,"(31, 86, 18)",2.4706,0.017033,0.6677,0.1267,-0.0085,True
57,84,20,"(57, 84, 20)",2.5037,0.017041,0.7477,0.0588,-0.1225,True
13,54,18,"(13, 54, 18)",2.4738,0.017043,0.6846,0.0696,-0.0756,True
49,92,19,"(49, 92, 19)",2.471,0.017046,0.6484,0.2841,0.095,True
57,65,13,"(57, 65, 13)",2.4817,0.017069,0.7075,0.1453,0.0044,True
75,65,8,"(75, 65, 8)",2.5192,0.017074,0.604,0.1271,0.0099,True
15,62,9,"(15, 62, 9)",2.5093,0.017121,0.7594,0.116,-0.0224,True
57,53,33,"(57, 53, 33)",-2.4693,0.017127,-0.6736,-0.0864,0.0473,False
27,18,20,"(27, 18, 20)",-2.4843,0.01714,-0.716,0.015,0.1589,False
37,85,21,"(37, 85, 21)",-2.4687,0.017142,-0.6718,0.1534,0.352,False
26,89,17,"(26, 89, 17)",-2.4857,0.017143,-0.719,-0.0275,0.1616,False
11,54,23,"(11, 54, 23)",2.4683,0.017144,0.6696,0.0927,-0.051,True
34,22,33,"(34, 22, 33)",-2.487,0.017146,-0.7216,0.0706,0.2608,False
70,49,11,"(70, 49, 11)",-2.4768,0.017151,-0.6998,-0.006,0.1388,False
69,28,21,"(69, 28, 21)",-2.4755,0.017151,-0.6967,0.1553,0.3075,False
24,54,11,"(24, 54, 11)",2.4819,0.017167,0.7122,0.1382,-0.0088,True
67,60,7,"(67, 60, 7)",2.5112,0.017194,0.7646,0.14,-0.0352,True
60,15,26,"(60, 15, 26)",-2.4807,0.017196,-0.711,0.0863,0.3123,False
41,15,19,"(41, 15, 19)",2.4661,0.017212,0.6543,0.2314,0.0564,True
70,74,15,"(70, 74, 15)",2.4846,0.017214,0.7198,0.1308,-0.0411,True
35,28,11,"(35, 28, 11)",2.4797,0.017241,0.7107,0.0932,-0.0775,True
15,58,7,"(15, 58, 7)",-2.4778,0.017242,-0.7068,0.0039,0.1525,False
56,49,15,"(56, 49, 15)",-2.4765,0.01725,-0.7042,-0.0214,0.1314,False
50,52,34,"(50, 52, 34)",-2.5026,0.017268,-0.7533,-0.1056,0.0624,False
67,53,17,"(67, 53, 17)",2.4689,0.017269,0.6846,0.1735,0.0057,True
9,57,24,"(9, 57, 24)",2.4645,0.017277,0.6566,0.0325,-0.1248,True
25,25,33,"(25, 25, 33)",-2.4851,0.017284,-0.7235,-0.1843,-0.0186,False
10,43,29,"(10, 43, 29)",2.4698,0.017287,0.6888,0.1431,-0.0194,True
43,8,9,"(43, 8, 9)",-2.4749,0.017298,-0.7027,0.0773,0.2822,False
45,86,22,"(45, 86, 22)",2.4851,0.017303,0.7242,0.2097,0.0325,True
26,85,18,"(26, 85, 18)",-2.4858,0.01732,-0.7262,-0.0255,0.153,False
37,25,24,"(37, 25, 24)",-2.4792,0.017321,-0.7132,0.4398,0.6585,False
38,29,33,"(38, 29, 33)",-2.4638,0.01734,-0.6691,-0.0018,0.225,False
25,65,25,"(25, 65, 25)",2.4781,0.017345,0.7119,0.2777,0.0767,True
51,28,29,"(51, 28, 29)",2.4812,0.017346,0.7183,0.0823,-0.0957,True
14,37,28,"(14, 37, 28)",2.4654,0.017357,0.6786,0.1496,-0.0097,True
47,13,13,"(47, 13, 13)",-2.4652,0.017361,-0.6406,0.057,0.2022,False
15,46,29,"(15, 46, 29)",2.476,0.017383,0.7092,0.1377,0.008,True
56,73,25,"(56, 73, 25)",-2.4669,0.017389,-0.6865,-0.0062,0.2028,False
57,10,22,"(57, 10, 22)",-2.4669,0.017401,-0.6874,-0.0197,0.1368,False
34,33,0,"(34, 33, 0)",2.4789,0.017413,0.7165,0.1527,-0.0261,True
16,62,9,"(16, 62, 9)",2.4775,0.017432,0.7145,0.1099,-0.0327,True
39,91,14,"(39, 91, 14)",2.4729,0.017443,0.7051,0.3568,0.1451,True
34,29,14,"(34, 29, 14)",2.4616,0.017443,0.6697,0.0981,-0.0768,True
34,86,12,"(34, 86, 12)",2.4606,0.017444,0.656,0.1394,0.0241,True
12,57,24,"(12, 57, 24)",2.4635,0.017463,0.6804,0.1128,-0.0762,True
58,53,18,"(58, 53, 18)",2.4642,0.017464,0.6829,0.1335,-0.0246,True
12,16,22,"(12, 16, 22)",-2.4608,0.017469,-0.6681,0.2236,0.4224,False
11,13,13,"(11, 13, 13)",2.4624,0.017483,0.6398,0.1212,-0.0357,True
75,61,6,"(75, 61, 6)",2.4642,0.01749,0.6847,0.0919,-0.0269,True
63,25,5,"(63, 25, 5)",2.4677,0.017494,0.6951,0.189,0.0353,True
28,69,23,"(28, 69, 23)",-2.4628,0.017495,-0.6802,-0.0075,0.1429,False
7,44,27,"(7, 44, 27)",2.4663,0.017506,0.6919,0.163,0.0088,True
46,40,17,"(46, 40, 17)",2.4716,0.017516,0.7055,0.1711,0.0185,True
47,7,24,"(47, 7, 24)",-2.5064,0.017517,-0.767,-0.0782,0.096,False
58,19,15,"(58, 19, 15)",2.4868,0.01753,0.7354,0.1214,-0.0467,True
57,17,13,"(57, 17, 13)",2.4605,0.01753,0.6421,0.1164,-0.0269,True
72,75,17,"(72, 75, 17)",-2.4879,0.017564,-0.7385,0.0257,0.2146,False
50,30,1,"(50, 30, 1)",2.4599,0.017575,0.6754,0.1024,-0.0713,True
52,24,17,"(52, 24, 17)",2.4576,0.01758,0.6613,0.2158,0.0626,True
12,24,21,"(12, 24, 21)",2.4665,0.017607,0.6979,0.479,0.2985,True
17,39,6,"(17, 39, 6)",2.4649,0.01762,0.6278,0.0595,-0.0289,True
64,13,20,"(64, 13, 20)",-2.4567,0.017624,-0.6621,-0.0359,0.1264,False
17,16,20,"(17, 16, 20)",-2.4568,0.017628,-0.6648,0.0638,0.251,False
35,60,19,"(35, 60, 19)",2.4575,0.017649,0.6718,0.062,-0.0843,True
3,52,20,"(3, 52, 20)",2.468,0.01765,0.7036,0.1086,-0.0404,True
13,32,25,"(13, 32, 25)",2.4589,0.017656,0.6787,0.0869,-0.0605,True
47,22,4,"(47, 22, 4)",-2.4872,0.017656,-0.7404,0.0005,0.1779,False
20,23,28,"(20, 23, 28)",2.4674,0.017657,0.7024,0.1305,-0.0838,True
21,45,24,"(21, 45, 24)",-2.4569,0.017661,-0.6701,-0.0558,0.0912,False
41,70,16,"(41, 70, 16)",2.4604,0.017673,0.685,0.0627,-0.0863,True
56,15,29,"(56, 15, 29)",-2.4592,0.017682,-0.6816,-0.1139,0.1035,False
50,37,31,"(50, 37, 31)",2.4563,0.017686,0.6697,0.2007,0.0169,True
30,41,25,"(30, 41, 25)",-2.4555,0.017693,-0.6658,-0.0271,0.113,False
62,75,19,"(62, 75, 19)",2.4552,0.017705,0.6467,0.1373,-0.0179,True
57,44,23,"(57, 44, 23)",2.4545,0.017714,0.6517,0.0823,-0.0559,True
46,58,30,"(46, 58, 30)",2.4543,0.017715,0.6547,0.1089,-0.0442,True
35,34,1,"(35, 34, 1)",2.459,0.017748,0.6856,0.1734,0.0097,True
28,74,19,"(28, 74, 19)",-2.4786,0.017771,-0.7293,-0.0482,0.1043,False
46,41,16,"(46, 41, 16)",2.464,0.017792,0.7008,0.1503,-0.021,True
11,76,8,"(11, 76, 8)",2.4521,0.017813,0.6553,0.072,-0.0946,True
13,73,19,"(13, 73, 19)",2.452,0.017817,0.654,0.21,0.0252,True
15,70,9,"(15, 70, 9)",2.468,0.017819,0.7108,0.0897,-0.0674,True
29,25,34,"(29, 25, 34)",-2.4957,0.017821,-0.7595,-0.1123,0.0635,False
18,54,31,"(18, 54, 31)",2.4532,0.017826,0.6696,0.1674,0.005,True
29,62,31,"(29, 62, 31)",2.4536,0.017829,0.6716,0.1634,-0.0088,True
9,54,20,"(9, 54, 20)",2.4529,0.017842,0.6419,0.1145,-0.0273,True
64,62,16,"(64, 62, 16)",-2.4579,0.017864,-0.6893,-0.0347,0.0948,False
55,22,1,"(55, 22, 1)",2.4511,0.017867,0.6604,0.0698,-0.0694,True
38,79,27,"(38, 79, 27)",2.4626,0.017896,0.7024,0.2616,0.0257,True
59,76,17,"(59, 76, 17)",2.4514,0.017914,0.6408,0.1391,-0.0341,True
17,72,5,"(17, 72, 5)",2.4605,0.017924,0.6989,0.1334,-0.0465,True
34,64,31,"(34, 64, 31)",2.4662,0.017937,0.7119,0.1653,0.0037,True
33,26,34,"(33, 26, 34)",-2.458,0.017939,-0.6936,-0.0502,0.1188,False
52,76,21,"(52, 76, 21)",2.4814,0.017952,0.7404,0.1612,-0.0411,True
62,23,17,"(62, 23, 17)",2.4615,0.017953,0.7027,0.16,-0.0177,True
69,59,10,"(69, 59, 10)",-2.4713,0.017959,-0.7227,0.0867,0.2452,False
5,52,21,"(5, 52, 21)",2.4495,0.017962,0.6647,0.104,-0.0471,True
43,5,22,"(43, 5, 22)",-2.4592,0.017994,-0.6993,-0.0403,0.1423,False
15,25,7,"(15, 25, 7)",2.4695,0.018016,0.7214,0.1054,-0.0497,True
74,34,22,"(74, 34, 22)",2.4615,0.018017,0.7053,0.0862,-0.1286,True
56,47,17,"(56, 47, 17)",2.4782,0.018021,0.7372,0.1075,-0.0783,True
30,72,18,"(30, 72, 18)",-2.4673,0.018022,-0.7174,-0.016,0.1302,False
58,11,22,"(58, 11, 22)",-2.4649,0.018038,-0.7133,-0.0262,0.1632,False
60,34,31,"(60, 34, 31)",2.4487,0.018039,0.6701,0.0748,-0.0881,True
35,62,27,"(35, 62, 27)",-2.4589,0.018039,-0.7005,-0.1131,0.0216,False
58,22,16,"(58, 22, 16)",-2.4505,0.018041,-0.6777,-0.0114,0.1251,False
26,23,14,"(26, 23, 14)",2.4562,0.018048,0.6946,0.0918,-0.0618,True
36,16,5,"(36, 16, 5)",2.4465,0.01806,0.6522,0.0773,-0.0572,True
29,52,29,"(29, 52, 29)",2.4539,0.018069,0.6897,0.0989,-0.06,True
61,47,17,"(61, 47, 17)",2.4581,0.018071,0.7002,0.0748,-0.0763,True
14,26,5,"(14, 26, 5)",-2.4583,0.018104,-0.7022,0.0078,0.1594,False
22,40,9,"(22, 40, 9)",-2.4541,0.018142,-0.6942,0.0313,0.1928,False
33,12,5,"(33, 12, 5)",2.4489,0.018147,0.6797,0.1346,-0.0204,True
10,35,27,"(10, 35, 27)",2.4447,0.018149,0.6582,0.1158,-0.0698,True
55,10,7,"(55, 10, 7)",-2.4587,0.018152,-0.7051,0.084,0.2558,False
16,56,12,"(16, 56, 12)",-2.4442,0.018165,-0.651,0.0246,0.1654,False
68,70,25,"(68, 70, 25)",2.4494,0.018176,0.683,0.1358,-0.0416,True
74,63,5,"(74, 63, 5)",2.5005,0.018197,0.5947,0.0919,-0.0004,True
11,49,21,"(11, 49, 21)",2.4801,0.018204,0.7461,0.0966,-0.0236,True
36,35,6,"(36, 35, 6)",-2.4463,0.018213,-0.6751,0.029,0.1802,False
10,77,12,"(10, 77, 12)",2.4734,0.01823,0.7357,0.1869,0.0049,True
61,62,1,"(61, 62, 1)",-2.4693,0.018235,-0.7287,-0.0399,0.0633,False
71,76,17,"(71, 76, 17)",-2.4427,0.018236,-0.6481,0.1218,0.2692,False
56,65,30,"(56, 65, 30)",2.4518,0.018238,0.6931,0.1955,0.0214,True
53,66,8,"(53, 66, 8)",-2.4579,0.018239,-0.707,-0.0119,0.1622,False
45,68,29,"(45, 68, 29)",2.4469,0.018246,0.6797,0.2536,0.0725,True
13,59,9,"(13, 59, 9)",-2.4465,0.018252,-0.6789,-0.0514,0.1046,False
21,7,10,"(21, 7, 10)",-2.4619,0.018272,-0.7165,0.03,0.2399,False
1,39,20,"(1, 39, 20)",2.444,0.018278,0.6714,0.0575,-0.1271,True
40,13,13,"(40, 13, 13)",-2.4416,0.018301,-0.6601,0.2357,0.3917,False
42,42,10,"(42, 42, 10)",-2.4611,0.018305,-0.716,0.0196,0.1931,False
2,59,21,"(2, 59, 21)",2.4421,0.018314,0.6397,0.0652,-0.0422,True
41,46,31,"(41, 46, 31)",2.4423,0.018314,0.6669,0.1182,-0.0519,True
12,65,17,"(12, 65, 17)",2.4488,0.018336,0.6904,0.0236,-0.1408,True
38,29,28,"(38, 29, 28)",-2.4463,0.018343,-0.6841,0.1346,0.3606,False
31,72,25,"(31, 72, 25)",-2.4548,0.018355,-0.7053,-0.0125,0.1427,False
66,51,15,"(66, 51, 15)",2.4823,0.018358,0.7543,0.0674,-0.0799,True
11,78,18,"(11, 78, 18)",2.4397,0.018368,0.6503,0.1399,-0.0396,True
27,5,17,"(27, 5, 17)",-2.459,0.018387,-0.715,0.0168,0.1702,False
47,18,18,"(47, 18, 18)",2.4392,0.018389,0.6516,0.1544,-0.0019,True
38,78,25,"(38, 78, 25)",2.4407,0.018401,0.668,0.2487,0.067,True
29,70,26,"(29, 70, 26)",-2.464,0.01841,-0.7253,0.0089,0.2062,False
24,53,12,"(24, 53, 12)",2.4409,0.018413,0.6356,0.1105,-0.0433,True
35,20,11,"(35, 20, 11)",2.4497,0.018417,0.6967,0.1773,0.0121,True
34,90,21,"(34, 90, 21)",2.4396,0.018418,0.6643,0.156,0.014,True
27,24,20,"(27, 24, 20)",2.4408,0.018422,0.6704,0.1872,0.0421,True
40,22,31,"(40, 22, 31)",-2.4464,0.018471,-0.6911,0.0527,0.2197,False
13,81,21,"(13, 81, 21)",-2.4447,0.018506,-0.6885,-0.0407,0.095,False
55,58,28,"(55, 58, 28)",2.4667,0.018529,0.734,0.1104,-0.0636,True
61,18,20,"(61, 18, 20)",2.4373,0.01853,0.6645,0.2331,0.058,True
46,31,25,"(46, 31, 25)",-2.4455,0.018532,-0.6918,0.0624,0.2338,False
54,52,30,"(54, 52, 30)",2.4408,0.018546,0.6796,0.0931,-0.0645,True
55,74,24,"(55, 74, 24)",-2.4436,0.018546,-0.6878,0.0165,0.2099,False
61,31,29,"(61, 31, 29)",2.4473,0.018558,0.6974,0.1085,-0.0872,True
27,37,6,"(27, 37, 6)",2.4582,0.018562,0.7199,0.1216,-0.063,True
28,33,27,"(28, 33, 27)",-2.4493,0.01857,-0.7025,-0.0255,0.1183,False
34,68,20,"(34, 68, 20)",2.4377,0.018583,0.6714,0.1007,-0.0584,True
8,38,21,"(8, 38, 21)",2.437,0.018598,0.6697,0.0987,-0.091,True
53,15,21,"(53, 15, 21)",2.4421,0.018621,0.6876,0.0973,-0.0464,True
44,70,28,"(44, 70, 28)",2.4341,0.018621,0.6498,0.136,-0.0181,True
46,13,22,"(46, 13, 22)",2.4367,0.018632,0.6326,0.1428,-0.0116,True
16,67,24,"(16, 67, 24)",2.4359,0.018638,0.6344,0.1832,0.0209,True
35,33,1,"(35, 33, 1)",2.4381,0.018643,0.6773,0.1553,-0.001,True
26,91,16,"(26, 91, 16)",-2.4352,0.018645,-0.6658,0.0204,0.1645,False
31,30,14,"(31, 30, 14)",2.4334,0.018663,0.6555,0.1195,-0.058,True
43,37,22,"(43, 37, 22)",2.4337,0.018669,0.6596,0.3838,0.2065,True
8,80,15,"(8, 80, 15)",2.4419,0.018673,0.6897,0.0865,-0.0889,True
24,55,25,"(24, 55, 25)",2.4418,0.018675,0.6896,0.0946,-0.0729,True
22,34,31,"(22, 34, 31)",2.4422,0.018685,0.6913,0.1149,-0.0546,True
46,35,0,"(46, 35, 0)",2.4385,0.018712,0.6827,0.1185,-0.0465,True
46,58,16,"(46, 58, 16)",2.439,0.018719,0.6845,0.0994,-0.0549,True
56,13,29,"(56, 13, 29)",2.4368,0.018719,0.6779,0.0697,-0.0708,True
63,88,18,"(63, 88, 18)",2.4353,0.018729,0.6299,0.0743,-0.1058,True
26,22,29,"(26, 22, 29)",2.4477,0.018729,0.7056,0.0995,-0.0462,True
71,61,5,"(71, 61, 5)",2.4318,0.018748,0.6578,0.1461,0.0036,True
60,21,22,"(60, 21, 22)",2.4339,0.018763,0.671,0.2357,0.0277,True
34,83,27,"(34, 83, 27)",2.4516,0.018766,0.7148,0.2222,0.0296,True
54,46,7,"(54, 46, 7)",-2.4516,0.018767,-0.7147,-0.0593,0.1223,False
57,25,30,"(57, 25, 30)",2.4676,0.018784,0.7435,0.0911,-0.0673,True
56,71,25,"(56, 71, 25)",-2.4465,0.018789,-0.7053,0.0125,0.1974,False
3,39,19,"(3, 39, 19)",2.4296,0.018826,0.6506,0.0994,-0.0829,True
16,25,8,"(16, 25, 8)",2.4605,0.018833,0.7331,0.1042,-0.0584,True
42,22,17,"(42, 22, 17)",2.451,0.018845,0.7163,0.2735,0.1166,True
33,63,26,"(33, 63, 26)",-2.4298,0.018854,-0.6596,-0.074,0.0564,False
28,82,21,"(28, 82, 21)",-2.4398,0.01887,-0.6939,0.0331,0.2037,False
10,76,19,"(10, 76, 19)",2.4353,0.018879,0.6829,0.1236,-0.0736,True
15,68,15,"(15, 68, 15)",2.4343,0.018909,0.6817,0.0678,-0.1126,True
46,58,15,"(46, 58, 15)",2.4277,0.018915,0.6491,0.1208,-0.0656,True
23,23,18,"(23, 23, 18)",-2.4429,0.018923,-0.7032,0.0273,0.1635,False
16,46,29,"(16, 46, 29)",2.4331,0.018923,0.6791,0.1213,-0.0419,True
38,37,15,"(38, 37, 15)",2.4271,0.018946,0.6512,0.0665,-0.1215,True
12,41,18,"(12, 41, 18)",2.4422,0.018954,0.7029,0.1847,0.0289,True
