x,y,z,coordinate,t_stat,p_value,cohens_d,depr_mean,control_mean,depr_greater
46,34,28,"(46, 34, 28)",-5.941,0.0,-1.5799,0.953,1.1126,False
54,32,13,"(54, 32, 13)",5.1396,6e-06,1.4398,1.096,0.9646,True
14,19,16,"(14, 19, 16)",4.8956,1.1e-05,1.2965,1.139,0.9762,True
59,31,27,"(59, 31, 27)",-4.7344,2.1e-05,-1.3114,0.9621,1.1706,False
56,39,19,"(56, 39, 19)",4.5425,3.9e-05,1.2558,1.0266,0.905,True
38,83,25,"(38, 83, 25)",-4.3783,7e-05,-1.2275,0.9876,1.1586,False
10,39,28,"(10, 39, 28)",-4.3426,8.1e-05,-1.2283,0.9726,1.1167,False
27,20,4,"(27, 20, 4)",4.3119,8.2e-05,1.1897,1.0281,0.8823,True
60,31,27,"(60, 31, 27)",-4.2155,0.000109,-1.1526,0.9917,1.1898,False
23,44,21,"(23, 44, 21)",4.1883,0.000117,1.1335,1.0683,0.9609,True
22,44,26,"(22, 44, 26)",4.2026,0.000119,1.1685,1.0397,0.9232,True
71,73,18,"(71, 73, 18)",-4.2038,0.00012,-1.1734,0.9363,1.0992,False
61,66,27,"(61, 66, 27)",4.193,0.000123,1.1677,1.0807,0.9153,True
28,15,18,"(28, 15, 18)",4.0389,0.000201,1.1244,1.0683,0.9361,True
16,71,24,"(16, 71, 24)",4.1337,0.000221,1.2468,1.1192,0.9385,True
47,18,19,"(47, 18, 19)",3.9808,0.00023,1.0434,1.0929,0.9652,True
59,88,13,"(59, 88, 13)",3.9845,0.000233,1.0999,1.0145,0.8654,True
66,22,17,"(66, 22, 17)",-3.9878,0.000238,-1.1146,1.0315,1.1595,False
43,23,17,"(43, 23, 17)",3.964,0.00024,1.0683,1.1159,0.9603,True
33,14,19,"(33, 14, 19)",3.9425,0.000256,1.0587,1.0642,0.9555,True
27,67,28,"(27, 67, 28)",3.9408,0.000258,1.0568,1.0523,0.927,True
11,62,21,"(11, 62, 21)",-3.9191,0.000276,-1.0451,1.041,1.1723,False
33,22,6,"(33, 22, 6)",-3.993,0.000291,-1.1757,0.9512,1.0753,False
34,68,24,"(34, 68, 24)",3.9746,0.000302,1.1662,1.0743,0.9486,True
58,85,19,"(58, 85, 19)",3.8858,0.000309,1.0541,1.0751,0.9422,True
22,80,23,"(22, 80, 23)",-3.8896,0.000313,-1.0729,1.0015,1.1294,False
41,65,29,"(41, 65, 29)",-3.9082,0.000317,-1.1056,0.9776,1.1064,False
37,56,26,"(37, 56, 26)",-3.8368,0.00038,-1.0722,0.9946,1.1054,False
49,52,12,"(49, 52, 12)",-3.816,0.000392,-1.0511,0.9494,1.0653,False
9,69,16,"(9, 69, 16)",-3.8069,0.000395,-1.0335,0.9616,1.0885,False
58,84,19,"(58, 84, 19)",3.8267,0.000405,1.0818,1.0628,0.931,True
8,41,27,"(8, 41, 27)",-3.7886,0.000423,-1.0382,0.9499,1.1187,False
13,19,14,"(13, 19, 14)",3.7879,0.000426,1.0402,1.0764,0.926,True
63,19,18,"(63, 19, 18)",-3.8183,0.000434,-1.0931,0.9465,1.1014,False
54,87,16,"(54, 87, 16)",3.787,0.000437,1.0522,1.034,0.8939,True
59,22,12,"(59, 22, 12)",3.7844,0.000447,1.0579,1.0558,0.926,True
22,44,21,"(22, 44, 21)",3.7599,0.000457,1.0199,1.0612,0.9579,True
27,16,23,"(27, 16, 23)",3.7442,0.000492,0.9695,1.045,0.9373,True
19,56,17,"(19, 56, 17)",3.7484,0.000502,1.0509,1.0456,0.923,True
59,56,17,"(59, 56, 17)",3.7837,0.000528,1.1091,1.0721,0.9567,True
64,18,21,"(64, 18, 21)",-3.7085,0.000534,-1.0025,1.0366,1.1653,False
45,47,9,"(45, 47, 9)",-3.717,0.000543,-1.0349,0.9569,1.0456,False
41,53,33,"(41, 53, 33)",3.7239,0.000559,1.0565,1.0961,0.9323,True
47,19,19,"(47, 19, 19)",3.6836,0.000576,0.9729,1.0653,0.9528,True
27,21,4,"(27, 21, 4)",3.6758,0.000595,1.0022,1.0066,0.8674,True
21,73,17,"(21, 73, 17)",-3.6863,0.000601,-1.0296,0.9418,1.0508,False
56,35,28,"(56, 35, 28)",3.67,0.000604,0.9986,1.0949,0.9842,True
65,74,19,"(65, 74, 19)",-3.6669,0.000611,-1.0,1.01,1.1441,False
37,11,13,"(37, 11, 13)",3.676,0.000623,1.0293,1.0932,0.9322,True
56,49,23,"(56, 49, 23)",3.6498,0.000637,0.9794,1.0582,0.962,True
24,15,13,"(24, 15, 13)",-3.6467,0.000644,-0.9654,0.9524,1.0758,False
36,65,21,"(36, 65, 21)",-3.6535,0.000645,-1.006,0.9109,1.0137,False
59,85,19,"(59, 85, 19)",3.6548,0.000667,1.0251,1.0818,0.9482,True
33,66,24,"(33, 66, 24)",3.6824,0.000669,1.0627,1.0455,0.9239,True
61,31,27,"(61, 31, 27)",-3.6287,0.000689,-0.9926,1.0214,1.1672,False
44,82,25,"(44, 82, 25)",3.6245,0.000689,0.9608,1.0721,0.9389,True
53,39,19,"(53, 39, 19)",3.625,0.000689,0.9787,1.0408,0.9046,True
39,5,18,"(39, 5, 18)",3.6541,0.000695,1.0402,1.0882,0.9016,True
44,95,16,"(44, 95, 16)",3.6825,0.000696,1.0748,0.9958,0.8452,True
8,40,18,"(8, 40, 18)",3.629,0.000699,1.0032,1.0793,0.9572,True
23,44,26,"(23, 44, 26)",3.6895,0.000704,1.0855,1.0592,0.9433,True
65,29,24,"(65, 29, 24)",-3.6063,0.000729,-0.973,0.9928,1.1461,False
60,70,19,"(60, 70, 19)",-3.6237,0.000746,-1.0241,0.9751,1.1135,False
56,31,24,"(56, 31, 24)",-3.6178,0.000752,-1.0184,1.03,1.1508,False
18,77,15,"(18, 77, 15)",-3.6268,0.000798,-1.0511,0.9642,1.0766,False
26,21,4,"(26, 21, 4)",3.5906,0.000806,1.0058,0.9878,0.8779,True
19,26,5,"(19, 26, 5)",3.5685,0.000815,0.9574,1.0463,0.9234,True
21,27,6,"(21, 27, 6)",3.571,0.000852,0.9993,1.0786,0.9644,True
48,69,16,"(48, 69, 16)",3.5686,0.000872,1.0055,1.0172,0.9014,True
69,33,19,"(69, 33, 19)",-3.576,0.000902,-1.0283,0.9777,1.1138,False
71,44,20,"(71, 44, 20)",3.5498,0.000941,1.0082,1.1316,0.9801,True
19,30,24,"(19, 30, 24)",-3.5186,0.000947,-0.9419,0.9572,1.0873,False
47,14,21,"(47, 14, 21)",3.545,0.000959,0.8956,1.1291,0.9785,True
49,17,20,"(49, 17, 20)",3.5114,0.000981,0.9174,1.0605,0.9333,True
47,34,17,"(47, 34, 17)",3.5406,0.000986,1.013,1.0339,0.919,True
24,13,7,"(24, 13, 7)",3.5036,0.000993,0.945,1.0639,0.9338,True
31,23,13,"(31, 23, 13)",3.529,0.000994,1.0001,1.1046,0.9553,True
34,59,31,"(34, 59, 31)",3.4977,0.001018,0.9167,1.0146,0.8761,True
25,32,2,"(25, 32, 2)",-3.4944,0.001019,-0.9387,0.9462,1.0626,False
56,38,19,"(56, 38, 19)",3.5004,0.001024,0.9653,1.0131,0.9222,True
17,36,10,"(17, 36, 10)",3.5125,0.001042,0.9948,1.0416,0.9416,True
40,10,23,"(40, 10, 23)",3.4856,0.001081,0.9676,1.1423,1.0144,True
42,19,13,"(42, 19, 13)",3.5052,0.001087,1.001,1.0274,0.8888,True
21,23,26,"(21, 23, 26)",-3.5103,0.001093,-1.0096,1.0401,1.1662,False
66,59,19,"(66, 59, 19)",3.4833,0.001093,0.9691,1.0463,0.9237,True
57,78,24,"(57, 78, 24)",3.4838,0.001102,0.9744,1.0476,0.9124,True
23,33,24,"(23, 33, 24)",-3.4979,0.001122,-1.0028,1.0618,1.1966,False
17,61,14,"(17, 61, 14)",3.4802,0.001126,0.9787,1.054,0.9399,True
23,74,13,"(23, 74, 13)",-3.4603,0.001128,-0.9289,0.9729,1.0851,False
48,68,17,"(48, 68, 17)",3.4616,0.001138,0.947,1.0297,0.9348,True
40,8,21,"(40, 8, 21)",3.4541,0.001162,0.9441,1.1089,0.9383,True
53,30,21,"(53, 30, 21)",3.4517,0.00117,0.9434,1.0171,0.9204,True
33,48,27,"(33, 48, 27)",3.4733,0.001192,0.9918,1.0548,0.9543,True
19,31,9,"(19, 31, 9)",3.4419,0.001193,0.9269,1.0517,0.9483,True
63,72,18,"(63, 72, 18)",-3.4386,0.001216,-0.9389,0.9507,1.064,False
61,63,28,"(61, 63, 28)",-3.4576,0.001242,-0.9855,0.9615,1.1069,False
49,25,16,"(49, 25, 16)",3.4442,0.001243,0.9652,1.0923,0.9638,True
21,58,22,"(21, 58, 22)",-3.4352,0.00125,-0.9516,0.966,1.0637,False
14,65,24,"(14, 65, 24)",-3.428,0.001252,-0.9339,0.9513,1.0716,False
43,24,17,"(43, 24, 17)",3.4221,0.001265,0.9067,1.1235,0.9935,True
15,63,27,"(15, 63, 27)",-3.4662,0.001272,-1.0055,0.9635,1.1024,False
60,21,12,"(60, 21, 12)",3.4896,0.001283,1.0355,1.0374,0.9292,True
46,56,29,"(46, 56, 29)",3.4423,0.001289,0.9783,1.0443,0.9454,True
47,16,12,"(47, 16, 12)",3.4128,0.001298,0.913,1.0999,0.9566,True
57,25,18,"(57, 25, 18)",3.4231,0.001299,0.9498,1.0585,0.9541,True
39,6,18,"(39, 6, 18)",3.4155,0.001318,0.9429,1.1008,0.9267,True
27,29,30,"(27, 29, 30)",-3.4103,0.001321,-0.931,0.9534,1.079,False
22,47,18,"(22, 47, 18)",3.4084,0.001322,0.924,1.0336,0.9448,True
23,29,8,"(23, 29, 8)",-3.4002,0.001348,-0.907,0.9667,1.0686,False
57,82,18,"(57, 82, 18)",3.4183,0.001385,0.9724,1.0333,0.9229,True
32,46,31,"(32, 46, 31)",-3.4401,0.001401,-1.0052,0.9643,1.0688,False
57,36,9,"(57, 36, 9)",-3.4009,0.001418,-0.9557,0.927,1.0561,False
34,36,31,"(34, 36, 31)",3.3836,0.001435,0.9273,1.0543,0.9475,True
44,4,17,"(44, 4, 17)",3.3972,0.001442,0.9577,1.1207,0.9777,True
52,35,5,"(52, 35, 5)",3.4015,0.001448,0.9659,1.0242,0.9079,True
16,38,27,"(16, 38, 27)",-3.4088,0.001471,-0.9825,0.9703,1.1082,False
52,30,21,"(52, 30, 21)",3.3755,0.001495,0.9375,1.0136,0.9248,True
52,75,21,"(52, 75, 21)",3.4336,0.001521,1.023,1.0128,0.9045,True
33,55,29,"(33, 55, 29)",-3.3711,0.001527,-0.9409,0.9942,1.0928,False
40,54,32,"(40, 54, 32)",3.4126,0.001528,1.0001,1.1166,0.9867,True
22,59,12,"(22, 59, 12)",3.3625,0.001531,0.9241,1.0608,0.9516,True
16,56,23,"(16, 56, 23)",-3.3578,0.001532,-0.8856,0.9966,1.1092,False
49,27,28,"(49, 27, 28)",-3.3689,0.001554,-0.946,0.9779,1.075,False
40,16,18,"(40, 16, 18)",3.3548,0.001562,0.92,1.1575,1.0023,True
54,61,24,"(54, 61, 24)",3.3662,0.001565,0.8597,1.0436,0.9465,True
24,57,22,"(24, 57, 22)",3.3684,0.001571,0.9505,1.0749,0.969,True
44,96,14,"(44, 96, 14)",3.3668,0.001586,0.9524,1.0055,0.8595,True
23,47,18,"(23, 47, 18)",3.3358,0.001633,0.9013,1.0356,0.948,True
12,18,17,"(12, 18, 17)",3.3307,0.001669,0.9093,1.1086,0.9733,True
43,20,13,"(43, 20, 13)",3.3249,0.001682,0.8933,1.0071,0.8886,True
73,40,20,"(73, 40, 20)",-3.3511,0.001682,-0.954,0.955,1.0753,False
36,49,25,"(36, 49, 25)",3.3269,0.001682,0.9045,1.0536,0.9622,True
22,81,23,"(22, 81, 23)",-3.3531,0.001691,-0.9591,0.9853,1.1238,False
60,22,23,"(60, 22, 23)",-3.4103,0.001704,-1.0306,1.013,1.1468,False
69,34,19,"(69, 34, 19)",-3.3272,0.001709,-0.9199,0.9931,1.1115,False
37,67,24,"(37, 67, 24)",-3.3486,0.001731,-0.9618,0.9602,1.0827,False
34,75,24,"(34, 75, 24)",3.3178,0.001747,0.9131,0.9784,0.8808,True
57,13,17,"(57, 13, 17)",3.3151,0.001776,0.9189,1.1142,0.9822,True
44,58,20,"(44, 58, 20)",3.3108,0.001789,0.9143,1.0357,0.9146,True
21,89,16,"(21, 89, 16)",3.3232,0.001791,0.9383,1.038,0.895,True
9,29,22,"(9, 29, 22)",3.3358,0.001811,0.9617,1.1169,0.9885,True
36,16,13,"(36, 16, 13)",3.2997,0.001812,0.8737,1.0894,0.942,True
32,32,28,"(32, 32, 28)",-3.315,0.001821,-0.9326,0.9852,1.1079,False
55,87,17,"(55, 87, 17)",3.3633,0.001828,0.999,1.0697,0.8946,True
16,46,30,"(16, 46, 30)",-3.3208,0.001847,-0.9482,0.9353,1.0402,False
21,47,26,"(21, 47, 26)",3.2909,0.001858,0.8728,1.0324,0.9373,True
44,13,13,"(44, 13, 13)",3.2875,0.001895,0.8996,1.0987,0.9802,True
50,34,17,"(50, 34, 17)",3.2867,0.001901,0.9,1.0608,0.949,True
46,40,31,"(46, 40, 31)",-3.2818,0.001908,-0.8841,0.946,1.0549,False
40,24,17,"(40, 24, 17)",3.28,0.001918,0.8701,1.1088,0.9837,True
38,15,16,"(38, 15, 16)",3.2772,0.001934,0.8691,1.0871,0.9477,True
56,12,20,"(56, 12, 20)",3.2776,0.001943,0.8598,1.1101,0.9863,True
29,79,19,"(29, 79, 19)",-3.2991,0.001965,-0.9424,0.9762,1.0841,False
40,70,23,"(40, 70, 23)",-3.3207,0.001972,-0.9726,0.9993,1.1201,False
21,63,22,"(21, 63, 22)",-3.3227,0.001977,-0.9761,1.0006,1.1236,False
54,52,13,"(54, 52, 13)",-3.3438,0.001981,-1.0015,0.9242,1.0282,False
55,21,26,"(55, 21, 26)",-3.299,0.001985,-0.9463,1.0107,1.1489,False
51,73,22,"(51, 73, 22)",-3.2754,0.002013,-0.9145,0.9396,1.0472,False
54,69,14,"(54, 69, 14)",3.2942,0.002013,0.945,1.0328,0.9227,True
12,73,7,"(12, 73, 7)",3.2637,0.002019,0.8867,1.0375,0.9273,True
36,36,30,"(36, 36, 30)",3.2635,0.002066,0.9062,1.0082,0.9368,True
45,44,21,"(45, 44, 21)",-3.3213,0.002076,-0.9903,0.9119,1.0192,False
47,32,1,"(47, 32, 1)",3.2541,0.002088,0.8906,1.0797,0.9605,True
60,32,23,"(60, 32, 23)",-3.2899,0.002098,-0.9552,0.9695,1.0795,False
44,30,0,"(44, 30, 0)",-3.2802,0.002101,-0.9424,0.945,1.0552,False
40,21,14,"(40, 21, 14)",3.2528,0.002101,0.8471,1.0901,0.9512,True
58,71,20,"(58, 71, 20)",-3.3216,0.002138,-0.9997,0.9917,1.1166,False
47,25,2,"(47, 25, 2)",-3.2419,0.002139,-0.8672,0.9204,1.0367,False
60,32,27,"(60, 32, 27)",-3.2734,0.002165,-0.9449,0.9774,1.0971,False
45,14,12,"(45, 14, 12)",3.2443,0.002208,0.908,1.1041,0.9503,True
32,11,14,"(32, 11, 14)",3.2563,0.002211,0.9288,1.0493,0.9463,True
18,84,14,"(18, 84, 14)",-3.2663,0.002219,-0.9447,0.9297,1.0474,False
15,64,24,"(15, 64, 24)",-3.2455,0.00223,-0.9153,0.9484,1.059,False
24,32,24,"(24, 32, 24)",-3.2474,0.002231,-0.9189,1.0481,1.1862,False
21,35,13,"(21, 35, 13)",3.2382,0.002238,0.9039,1.0479,0.9505,True
52,56,32,"(52, 56, 32)",-3.2724,0.002272,-0.9613,0.9432,1.0746,False
40,19,7,"(40, 19, 7)",3.2295,0.002281,0.898,1.0143,0.9138,True
62,83,17,"(62, 83, 17)",3.2315,0.002286,0.9035,1.0644,0.9339,True
16,20,10,"(16, 20, 10)",3.2276,0.002298,0.8988,1.032,0.8928,True
27,69,23,"(27, 69, 23)",-3.2191,0.002298,-0.8763,0.9589,1.0579,False
57,33,19,"(57, 33, 19)",3.2422,0.002302,0.9251,0.9946,0.9103,True
55,47,19,"(55, 47, 19)",3.2164,0.002303,0.8647,1.0333,0.9224,True
69,66,17,"(69, 66, 17)",-3.2156,0.00231,-0.8665,0.9757,1.0746,False
34,50,24,"(34, 50, 24)",3.2153,0.002311,0.8651,1.0767,0.9456,True
15,27,24,"(15, 27, 24)",3.2207,0.002328,0.8924,1.0789,0.9563,True
20,28,10,"(20, 28, 10)",-3.2179,0.002346,-0.8915,0.958,1.0557,False
49,27,1,"(49, 27, 1)",-3.2125,0.002349,-0.8779,0.9343,1.0393,False
14,84,18,"(14, 84, 18)",-3.2095,0.002349,-0.8628,0.9712,1.1185,False
37,42,21,"(37, 42, 21)",3.215,0.002356,0.8876,1.1338,1.0342,True
68,51,25,"(68, 51, 25)",3.2098,0.002364,0.8408,1.0711,0.9629,True
52,15,3,"(52, 15, 3)",3.2708,0.002365,0.9728,1.0364,0.9261,True
9,47,16,"(9, 47, 16)",-3.2101,0.002386,-0.8853,0.9447,1.0464,False
44,24,1,"(44, 24, 1)",-3.2248,0.002386,-0.9141,0.98,1.0869,False
31,46,24,"(31, 46, 24)",3.203,0.002392,0.8601,1.0709,0.9569,True
42,23,23,"(42, 23, 23)",-3.2158,0.002413,-0.9044,0.9878,1.089,False
17,47,20,"(17, 47, 20)",3.2059,0.00242,0.8857,1.0383,0.9367,True
15,38,27,"(15, 38, 27)",-3.2016,0.002428,-0.8768,0.9753,1.099,False
65,58,19,"(65, 58, 19)",3.2127,0.002444,0.9057,1.0574,0.9577,True
57,83,18,"(57, 83, 18)",3.2177,0.00246,0.9171,1.0386,0.9026,True
34,42,29,"(34, 42, 29)",3.2354,0.002463,0.9429,1.0569,0.9339,True
25,24,18,"(25, 24, 18)",-3.2027,0.002466,-0.8916,0.9574,1.0646,False
37,67,23,"(37, 67, 23)",-3.2064,0.002479,-0.902,0.9779,1.1005,False
61,70,20,"(61, 70, 20)",-3.193,0.002488,-0.8745,1.0213,1.1471,False
8,67,21,"(8, 67, 21)",-3.1895,0.002494,-0.8639,0.9957,1.1216,False
7,27,20,"(7, 27, 20)",-3.2246,0.002513,-0.9359,0.9839,1.1142,False
22,78,20,"(22, 78, 20)",3.1901,0.00253,0.8809,1.0413,0.942,True
55,36,21,"(55, 36, 21)",3.1908,0.002562,0.8913,1.0482,0.9295,True
52,76,21,"(52, 76, 21)",3.3132,0.002569,1.0444,1.0119,0.8939,True
37,76,22,"(37, 76, 22)",3.1851,0.002582,0.8842,1.068,0.9564,True
55,88,17,"(55, 88, 17)",3.2207,0.002583,0.9411,1.0683,0.9021,True
39,11,23,"(39, 11, 23)",3.1797,0.002597,0.8757,1.0973,0.9368,True
25,19,17,"(25, 19, 17)",3.1785,0.002606,0.8754,1.0405,0.9417,True
73,48,22,"(73, 48, 22)",-3.1778,0.002609,-0.8743,0.9728,1.0694,False
23,75,11,"(23, 75, 11)",-3.168,0.002645,-0.8416,0.9511,1.0634,False
22,71,17,"(22, 71, 17)",-3.1673,0.002667,-0.8635,0.9906,1.0961,False
49,57,11,"(49, 57, 11)",-3.1702,0.002669,-0.8732,0.9388,1.0431,False
14,19,15,"(14, 19, 15)",3.1894,0.002688,0.9133,1.0924,0.9894,True
59,30,26,"(59, 30, 26)",-3.1794,0.002691,-0.8977,1.0381,1.1414,False
18,51,30,"(18, 51, 30)",-3.2196,0.002702,-0.9558,0.9263,1.0594,False
42,18,13,"(42, 18, 13)",3.1895,0.002704,0.9161,1.0457,0.9133,True
52,54,20,"(52, 54, 20)",3.226,0.002704,0.9637,1.0482,0.9646,True
55,27,17,"(55, 27, 17)",3.159,0.002715,0.8512,1.0641,0.9612,True
38,22,18,"(38, 22, 18)",3.1577,0.002765,0.8697,1.0932,0.9567,True
40,15,22,"(40, 15, 22)",3.1661,0.002799,0.8042,1.1461,1.0207,True
40,52,17,"(40, 52, 17)",-3.1482,0.002817,-0.8586,0.9195,1.0324,False
69,58,10,"(69, 58, 10)",-3.1545,0.002823,-0.8778,0.9443,1.0506,False
19,27,5,"(19, 27, 5)",3.144,0.00284,0.8522,1.0436,0.9357,True
29,60,31,"(29, 60, 31)",-3.142,0.002845,-0.8413,0.959,1.0667,False
60,30,27,"(60, 30, 27)",-3.1712,0.002854,-0.9121,1.0254,1.1649,False
66,37,28,"(66, 37, 28)",-3.1562,0.002861,-0.8892,0.9678,1.0924,False
48,86,20,"(48, 86, 20)",3.1894,0.002866,0.9388,1.0098,0.8946,True
48,39,33,"(48, 39, 33)",-3.1682,0.002883,-0.9121,0.9461,1.0574,False
62,70,20,"(62, 70, 20)",-3.1865,0.002889,-0.9379,1.0219,1.1647,False
33,32,28,"(33, 32, 28)",-3.1351,0.002912,-0.8493,0.9994,1.1074,False
29,78,19,"(29, 78, 19)",-3.1569,0.002913,-0.8995,0.9786,1.0771,False
47,24,15,"(47, 24, 15)",3.1537,0.002916,0.8947,1.1146,1.0008,True
51,13,8,"(51, 13, 8)",3.1378,0.002935,0.8673,1.096,0.967,True
42,92,15,"(42, 92, 15)",3.1491,0.002936,0.8902,0.9911,0.8459,True
56,28,3,"(56, 28, 3)",3.1447,0.002936,0.8824,1.0246,0.924,True
30,14,24,"(30, 14, 24)",3.1299,0.002949,0.8434,1.1184,0.9869,True
14,21,20,"(14, 21, 20)",-3.1533,0.002953,-0.9002,0.9833,1.1007,False
50,20,12,"(50, 20, 12)",3.1289,0.002953,0.8352,1.1059,0.9647,True
16,72,21,"(16, 72, 21)",-3.141,0.002963,-0.8806,0.9741,1.0894,False
56,27,3,"(56, 27, 3)",3.128,0.002965,0.843,1.0043,0.9104,True
73,31,22,"(73, 31, 22)",-3.1292,0.002979,-0.8563,1.0159,1.1334,False
18,26,5,"(18, 26, 5)",3.131,0.002995,0.8098,1.0422,0.9378,True
55,74,19,"(55, 74, 19)",-3.1823,0.003019,-0.9483,0.9206,1.0181,False
44,11,13,"(44, 11, 13)",3.1216,0.003027,0.8216,1.0942,0.9566,True
59,55,17,"(59, 55, 17)",3.1677,0.003032,0.9314,1.0872,0.9651,True
33,15,15,"(33, 15, 15)",3.1169,0.003082,0.8519,1.0886,0.9569,True
23,43,26,"(23, 43, 26)",3.1132,0.003096,0.8426,1.098,0.9863,True
49,34,4,"(49, 34, 4)",3.1124,0.003103,0.8208,1.0359,0.9406,True
21,41,25,"(21, 41, 25)",3.1177,0.003106,0.8618,1.0278,0.9406,True
62,33,29,"(62, 33, 29)",-3.1352,0.003156,-0.9025,0.9727,1.1007,False
52,18,16,"(52, 18, 16)",3.1334,0.003168,0.9016,1.0492,0.9603,True
48,76,20,"(48, 76, 20)",3.1045,0.003169,0.8377,1.0205,0.934,True
12,26,16,"(12, 26, 16)",-3.1218,0.003193,-0.8869,1.0162,1.1231,False
60,31,23,"(60, 31, 23)",-3.1008,0.003208,-0.8408,0.9585,1.0699,False
14,63,10,"(14, 63, 10)",3.1137,0.003216,0.8763,1.0408,0.9107,True
61,35,15,"(61, 35, 15)",3.108,0.003227,0.8671,1.0384,0.9425,True
59,18,4,"(59, 18, 4)",-3.1352,0.003242,-0.9137,0.9345,1.0481,False
18,30,30,"(18, 30, 30)",-3.1048,0.003246,-0.864,0.9477,1.0756,False
26,69,23,"(26, 69, 23)",-3.1003,0.003248,-0.8536,0.9819,1.0839,False
20,41,19,"(20, 41, 19)",3.1057,0.003312,0.8781,1.1405,1.0169,True
22,62,16,"(22, 62, 16)",3.1175,0.003316,0.8978,1.0666,0.9662,True
55,20,16,"(55, 20, 16)",3.0953,0.003333,0.8616,1.0405,0.9354,True
26,46,20,"(26, 46, 20)",3.1502,0.003341,0.9441,1.0625,0.9496,True
44,69,26,"(44, 69, 26)",-3.0875,0.003357,-0.8472,0.9362,1.0547,False
24,81,20,"(24, 81, 20)",3.1017,0.003392,0.8836,1.0755,0.9564,True
49,23,22,"(49, 23, 22)",-3.1016,0.003392,-0.8835,0.9852,1.0876,False
23,27,25,"(23, 27, 25)",-3.0977,0.003397,-0.8776,0.9539,1.0672,False
51,67,22,"(51, 67, 22)",3.1348,0.003401,0.9313,1.0402,0.9378,True
69,36,19,"(69, 36, 19)",-3.0908,0.003403,-0.8656,0.9964,1.1163,False
16,73,14,"(16, 73, 14)",-3.0764,0.003428,-0.8298,1.0244,1.1177,False
32,50,17,"(32, 50, 17)",3.091,0.003433,0.8713,1.1109,1.0057,True
37,81,18,"(37, 81, 18)",-3.0803,0.003443,-0.8501,0.9479,1.076,False
50,13,8,"(50, 13, 8)",3.1021,0.003445,0.8917,1.0933,0.9689,True
65,78,18,"(65, 78, 18)",-3.0738,0.003449,-0.82,0.9942,1.1177,False
48,57,26,"(48, 57, 26)",3.0737,0.003452,0.8255,1.0507,0.9563,True
40,17,21,"(40, 17, 21)",3.073,0.003456,0.8211,1.1879,1.0316,True
49,37,13,"(49, 37, 13)",3.081,0.003488,0.8613,1.0734,0.969,True
17,72,16,"(17, 72, 16)",-3.0733,0.00349,-0.8423,0.9757,1.1073,False
9,19,16,"(9, 19, 16)",3.1285,0.003493,0.933,1.1327,0.9974,True
61,61,24,"(61, 61, 24)",-3.0869,0.003494,-0.8736,1.004,1.1097,False
41,69,30,"(41, 69, 30)",-3.1357,0.003496,-0.9421,0.9596,1.0899,False
37,96,16,"(37, 96, 16)",-3.0897,0.003528,-0.8834,0.8932,1.0507,False
68,33,19,"(68, 33, 19)",-3.0827,0.003528,-0.8713,0.9758,1.1101,False
49,17,21,"(49, 17, 21)",3.0698,0.003534,0.8445,1.0743,0.9577,True
48,53,29,"(48, 53, 29)",3.093,0.003551,0.8914,1.029,0.9297,True
21,23,7,"(21, 23, 7)",3.0731,0.003556,0.8572,1.0385,0.9198,True
64,19,18,"(64, 19, 18)",-3.072,0.003564,-0.8564,0.9838,1.1041,False
22,58,16,"(22, 58, 16)",3.0769,0.003571,0.8676,1.0559,0.9625,True
56,21,25,"(56, 21, 25)",-3.0611,0.003579,-0.8258,1.0256,1.1333,False
61,41,20,"(61, 41, 20)",-3.0603,0.003583,-0.815,0.9761,1.0911,False
22,71,15,"(22, 71, 15)",3.1182,0.003596,0.9306,1.1155,1.0044,True
36,62,18,"(36, 62, 18)",3.076,0.003596,0.8698,1.0852,0.9617,True
8,27,24,"(8, 27, 24)",-3.067,0.00363,-0.858,1.036,1.1589,False
37,48,26,"(37, 48, 26)",3.087,0.003646,0.8941,1.0749,0.981,True
51,18,17,"(51, 18, 17)",3.0787,0.003655,0.8826,1.0153,0.9166,True
53,87,16,"(53, 87, 16)",3.0543,0.003666,0.8329,1.0335,0.9093,True
33,54,29,"(33, 54, 29)",-3.0822,0.003702,-0.8937,0.9855,1.0975,False
64,68,16,"(64, 68, 16)",3.049,0.003705,0.8247,1.0836,0.9763,True
18,78,14,"(18, 78, 14)",-3.0635,0.003715,-0.8653,0.9838,1.0795,False
40,55,14,"(40, 55, 14)",3.0779,0.003809,0.8995,1.0631,0.9692,True
41,15,20,"(41, 15, 20)",3.0419,0.003827,0.7893,1.1039,0.9911,True
13,41,28,"(13, 41, 28)",3.0646,0.003828,0.8822,1.0232,0.908,True
31,68,25,"(31, 68, 25)",3.0396,0.003849,0.8371,1.0375,0.9406,True
16,32,26,"(16, 32, 26)",-3.0845,0.003851,-0.9127,1.0346,1.1522,False
16,67,14,"(16, 67, 14)",3.0397,0.003856,0.8393,1.0975,1.001,True
65,74,8,"(65, 74, 8)",-3.0339,0.003858,-0.8163,0.934,1.0469,False
68,27,16,"(68, 27, 16)",-3.0554,0.003867,-0.8724,1.0206,1.14,False
68,41,24,"(68, 41, 24)",-3.0614,0.003869,-0.8822,0.9969,1.095,False
29,57,18,"(29, 57, 18)",3.0588,0.003872,0.8785,1.0163,0.9282,True
